Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans","Functions as a guanine nucleotide exchange factor (GEF) for RAB7 family proteins. The complex mediates the conversion of inactive GDP-bound RAB7 to active GTP-bound RAB7, which is essential for endosome maturation and fusion with lysosomes. It plays a critical role in the transition from early to late endosomes by facilitating RAB5-to-RAB7 conversion during endosomal maturation.","Vacuolar fusion protein MON1, Calcium caffeine zinc sensitivity protein 1","MON1, CCZ1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.255 + 0.25 + 0.1425 = **0.9175**
zero-shot,,,,,,,
few-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,N/A (This specific complex structure is unique to Drosophila),"Protects chromosome ends from being recognized as double-strand breaks by the DNA damage response machinery. The complex binds directly to telomeric DNA and prevents end-to-end chromosome fusions and genomic instability. It serves as the functional equivalent of shelterin in Drosophila, which lacks the telomerase enzyme and maintains telomeres through retrotransposon-based mechanisms rather than telomerase activity.",- HP1/ORC-associated protein (HOAP); - HP1-HOAP-interacting protein (HipHop); - Heterochromatin Protein 1a (HP1a) - associated component; - Verrocchio (Ver) - associated component; - Modigliani (Moi) - associated component,- caravaggio (cav) - encodes HOAP; - hiphop - encodes HipHop; - Su(var)205 - encodes HP1a; - ver - encodes Ver; - moi - encodes Moi,(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,N/A (The HipHop-HOAP complex with these specific components is unique to Drosophila),The HipHop-HOAP complex protects chromosome ends from degradation and fusion by binding to telomeric DNA and preventing the DNA damage response machinery from recognizing chromosome termini as double-strand breaks. This complex is essential for telomere protection and genomic stability.,"Heterochromatin Protein 1 and HOAP interacting protein (HipHop), HP1/ORC-associated protein (HOAP), Heterochromatin Protein 1a (HP1a)","hiphop (CG6874), caravaggio (cav), Su(var)205",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,,,,,,,
few-shot,** ZFP-1(AF10)/DOT-1 complex,** Caenorhabditis elegans,"** Human (AF10/DOT1L), Drosophila (Alhambra/Grappa), Saccharomyces cerevisiae (Dot1)","** This complex regulates gene expression through histone H3K79 methylation. It functions in transcriptional elongation, modulates RNA interference pathways, and suppresses repetitive elements in the genome. The complex targets active genes and acts as an epigenetic regulator that helps maintain proper cell fate and development.",**,**,** (0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
contextual,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans,"Humans (AF10/DOT1L), Drosophila (Alhambra/Grappa), Saccharomyces cerevisiae (Dot1)","This complex functions in epigenetic regulation through histone H3K79 methylation. It plays crucial roles in transcriptional regulation, modulation of RNAi pathways, and lifespan regulation. The complex acts as a negative regulator of stress response genes and positively regulates genes involved in intestinal functions. It also contributes to the suppression of repetitive elements and RNAi-induced transcriptional gene silencing.","Zinc finger protein 1, DOT-1 histone H3 methyltransferase","zfp-1, dot-1",(0.85 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
zero-shot,,,,,,,
few-shot,CED-3-CED-4-MAC-1 complex,Caenorhabditis elegans,N/A (The specific MAC-1 interaction with CED-3-CED-4 is unique to C. elegans),"This complex functions in the apoptotic pathway of Caenorhabditis elegans. It serves as the core apoptosome-like structure where CED-4 (adapter protein) facilitates the activation of CED-3 (caspase), with MAC-1 (AAA+ ATPase) regulating this activation through ATP hydrolysis. This complex is critical for the execution of programmed cell death during C. elegans development.","Cell death protein 3 (CED-3), Cell death protein 4 (CED-4), AAA+ ATPase membrane-associated protein (MAC-1)","ced-3, ced-4, mac-1",(0.75 × 0.3) + (0.7 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.225 + 0.21 + 0.2375 + 0.15 = **0.8225**
contextual,CED-3-CED-4-MAC-1 Complex,Caenorhabditis elegans (C. elegans),N/A (The specific MAC-1 component makes this complex unique to C. elegans),"This complex functions in the apoptotic pathway of C. elegans, serving as a core component of the cell death machinery. CED-4 acts as an adaptor protein that oligomerizes and activates the CED-3 caspase in response to apoptotic signals. MAC-1 (mitochondria-associated CED-3 activator-1) facilitates the activation of CED-3 through its interaction with CED-4, enhancing the efficiency of the apoptotic process.",- CED-3 (Cell death protein 3) - Caspase protease; - CED-4 (Cell death protein 4) - Apoptotic protease activating factor 1 (Apaf-1) homolog; - MAC-1 (Mitochondria-associated CED-3 activator-1),- ced-3; - ced-4; - mac-1,(0.70 × 0.3) + (0.75 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.21 + 0.225 + 0.2375 + 0.15 = **0.8225**
zero-shot,,,,,,,
few-shot,Nuclear Mitotic Cohesin Complex,Saccharomyces cerevisiae (Budding yeast),"Human, Mouse, Drosophila melanogaster, C. elegans","The nuclear mitotic cohesin complex is essential for sister chromatid cohesion during cell division. It maintains the connection between sister chromatids from DNA replication until anaphase, ensuring proper chromosome segregation. The complex is also involved in DNA repair, particularly in double-strand break repair through homologous recombination, and plays roles in gene regulation and genome organization.",- Structural maintenance of chromosomes protein 1 (SMC1); - Structural maintenance of chromosomes protein 3 (SMC3); - Sister chromatid cohesion protein 1 (SCC1/MCD1/RAD21); - Sister chromatid cohesion protein 3 (SCC3),- SMC1; - SMC3; - MCD1 (also known as SCC1/RAD21); - SCC3 (also known as IRR1),(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.285 + 0.25 + 0.135 = **0.94**
contextual,Nuclear Mitotic Cohesin Complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, C. elegans, Drosophila melanogaster","The nuclear mitotic cohesin complex plays a crucial role in sister chromatid cohesion during mitosis in budding yeast. It holds sister chromatids together from S phase until anaphase, ensuring proper chromosome segregation. Additionally, it contributes to DNA repair, regulates gene expression, and participates in chromosome condensation.","Structural maintenance of chromosomes protein 1 (Smc1), Structural maintenance of chromosomes protein 3 (Smc3), Sister chromatid cohesion protein 1 (Scc1/Mcd1), Sister chromatid cohesion protein 3 (Scc3)","SMC1, SMC3, SCC1/MCD1, SCC3",(0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.285 + 0.27 + 0.25 + 0.1425 = **0.9475**
zero-shot,,,,,,,
few-shot,Akt-1/Akt-2/Sgk-1 Protein Kinase Complex,Caenorhabditis elegans (C. elegans),"Components have homologs in mammals (including humans and mice), but the specific complex organization is most characterized in C. elegans.","This complex functions in the insulin-like signaling pathway to regulate dauer formation, stress resistance, longevity, and reproductive development. It acts downstream of the insulin/IGF-1 receptor DAF-2 and the PI3 kinase AGE-1 to negatively regulate the FOXO transcription factor DAF-16, which controls these physiological processes.",- AKT-1 (Serine/threonine protein kinase); - AKT-2 (Serine/threonine protein kinase); - SGK-1 (Serum and glucocorticoid-regulated kinase 1),- akt-1; - akt-2; - sgk-1,(0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
contextual,Akt/SGK Signaling Complex,Caenorhabditis elegans (C. elegans),"Components have homologs in humans (AKT1/2/3, SGK1), mice (Akt1/2/3, Sgk1), Drosophila (Akt1, dSGK), and other model organisms, but the specific complex composition and function varies.","This complex functions in the insulin/IGF-1 signaling pathway in C. elegans, regulating dauer formation, longevity, fat metabolism, and stress resistance. The kinases work together to phosphorylate DAF-16/FOXO transcription factor, preventing its nuclear localization and thereby regulating the expression of genes involved in metabolism, stress resistance, and lifespan.",- AKT-1 (Protein kinase B homolog 1); - AKT-2 (Protein kinase B homolog 2); - SGK-1 (Serine/threonine-protein kinase sgk-1),- akt-1; - akt-2; - sgk-1,(0.85 × 0.3) + (0.80 × 0.3) + (0.95 × 0.25) + (0.90 × 0.15) = 0.255 + 0.24 + 0.2375 + 0.135 = **0.8675**
zero-shot,,,,,,,
few-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human,"Mouse, Rat","This complex regulates cell cycle progression by repressing the transcription of genes required for the G1/S transition and DNA replication. RB1 binds to E2F1 and TFDP1, sequestering E2F1 and preventing its transcriptional activation activity. The complex recruits histone deacetylases (HDACs) and other chromatin remodeling factors to E2F-responsive promoters, maintaining a repressive chromatin state at target genes until cells are ready to enter S phase.","Retinoblastoma-associated protein, Transcription factor E2F1, Transcription factor Dp-1","RB1, E2F1, TFDP1",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,** RB1-E2F1-TFDP1 transcription repressor complex,** Human,"** Mouse, Rat","** This complex functions as a transcriptional repressor that controls cell cycle progression from G1 to S phase. When RB1 is bound to E2F1-TFDP1, it prevents transcriptional activation of E2F-responsive genes required for DNA replication and cell cycle progression. This repression occurs primarily during G0 and early G1 phases, maintaining cells in a quiescent state until appropriate mitogenic signals trigger cell cycle entry. The complex binds to E2F-responsive promoters and recruits histone deacetylases (HDACs) and other chromatin-modifying enzymes to silence gene expression.",**,**,** (0.90 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,"** PETISCO, pid-1 variant",** Caenorhabditis elegans,** N/A (The PID-1 variant of PETISCO appears specific to C. elegans),"** The PETISCO complex is involved in piRNA biogenesis in C. elegans, specifically in the 21U-RNA (piRNA) pathway. This variant of PETISCO contains PID-1 (piRNA-induced silencing defective 1) and functions in primary piRNA processing. It acts upstream of the Piwi Argonaute protein PRG-1, facilitating the maturation of piRNA precursors and their incorporation into PRG-1 for transcriptional gene silencing of transposable elements and other targets in the germline.",**,**,** (0.85 × 0.3) + (0.90 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.2375 + 0.15 = **0.9125**
contextual,"PETISCO, pid-1 variant",C. elegans,N/A,A ribonucleoprotein complex involved in piRNA biogenesis that recognizes and processes specific mRNAs to produce piRNA precursors. It acts as a molecular hub that helps distinguish self from non-self RNA in the C. elegans germline to protect genome integrity.,"TOFU-6 (also known as PID-3), PETISCO-1 (ERH-2), PETISCO-2 (PID-2), PETISCO-3 (PID-4), PETISCO-4 (PID-5), PID-1","tofu-6/pid-3, erh-2, pid-2, pid-4, pid-5, pid-1",(0.85 × 0.3) + (0.9 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.2375 + 0.15 = **0.9125**
zero-shot,,,,,,,
few-shot,"PETISCO, tost-1 variant",Caenorhabditis elegans,N/A,"The PETISCO complex with tost-1 variant is involved in small RNA biogenesis, particularly in the production of piRNAs (Piwi-interacting RNAs). It acts as a scaffold for small RNA processing and regulates gene expression by controlling transposable element activity in germ cells, helping to maintain germline genome integrity.","TOFU-6, TOST-1, PAN-1, ERH-2, PETISCO-1 (PET-1)","tofu-6, tost-1, pan-1, erh-2, pet-1",(0.8 × 0.3) + (0.75 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15) = 0.24 + 0.225 + 0.225 + 0.15 = **0.84**
contextual,,,,,,,
zero-shot,,,,,,,
few-shot,Ndc80 complex (also known as HEC1 complex),Saccharomyces cerevisiae (Budding yeast),"Human, Mouse, C. elegans, Drosophila melanogaster, Schizosaccharomyces pombe","The Ndc80 complex is a key component of the kinetochore that establishes and maintains the attachment between spindle microtubules and the centromere during mitosis and meiosis. It plays a crucial role in chromosome segregation by mediating the dynamic connection between the kinetochore and the plus ends of spindle microtubules, generating a stable yet flexible attachment that can withstand tension during mitosis while allowing for error correction.","Ndc80, Nuf2, Spc24, Spc25","NDC80, NUF2, SPC24, SPC25",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
contextual,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, C. elegans, Drosophila melanogaster (conserved across eukaryotes)","The Ndc80 complex is a crucial component of the kinetochore, serving as the primary microtubule-binding interface. It forms a critical linkage between chromosomes and spindle microtubules, mediating proper chromosome attachment and segregation during mitosis and meiosis. The complex plays essential roles in establishing end-on microtubule attachments, regulating kinetochore-microtubule dynamics, and participating in the spindle assembly checkpoint signaling pathway.",- Ndc80 (also known as Hec1 in humans); - Nuf2; - Spc24; - Spc25,- NDC80; - NUF2; - SPC24; - SPC25,(0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.285 + 0.27 + 0.25 + 0.1425 = **0.9475**
zero-shot,,,,,,,
few-shot,Kinetochore Mis12 complex,Human,"Saccharomyces cerevisiae, Schizosaccharomyces pombe, Drosophila melanogaster, Caenorhabditis elegans","The Mis12 complex serves as a central hub in the kinetochore assembly, connecting the inner kinetochore components to the outer kinetochore microtubule-binding proteins. It is essential for chromosome alignment and segregation during mitosis by mediating proper kinetochore-microtubule attachments and ensuring accurate chromosome segregation.","Mis12 protein homolog (MIS12), Protein DSN1 homolog (DSN1), Protein PMF1 homolog (PMF1), and Protein NSL1 homolog (NSL1)","MIS12, DSN1, PMF1, NSL1",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (0.95 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.1425 = **0.905**
contextual,Kinetochore Mis12 complex (also known as MIND complex in yeast),Human,"Saccharomyces cerevisiae (as MIND complex), Schizosaccharomyces pombe, Drosophila melanogaster, Caenorhabditis elegans","The Mis12 complex serves as a critical linker in the kinetochore architecture, connecting the inner kinetochore proteins with the outer kinetochore components. It plays an essential role in chromosome segregation by establishing proper kinetochore-microtubule attachments during mitosis. The complex facilitates the assembly of the KMN network (KNL1, Mis12, Ndc80 complexes), which forms the core microtubule-binding site at the kinetochore.","Mis12 protein homolog (Mis12), Protein DSN1 homolog (DSN1), Protein PMF1 homolog (PMF1), and Protein NSL1 homolog (NSL1)","MIS12, DSN1, PMF1, NSL1",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.285 + 0.25 + 0.1425 = **0.9475**
zero-shot,,,,,,,
few-shot,,,,,,,
contextual,** THO complex,** Saccharomyces cerevisiae,"** Human, Mouse, Drosophila melanogaster, C. elegans",** The THO complex is essential for mRNA export and plays a critical role in transcription elongation and genome stability. It functions in transcription-coupled mRNA processing by facilitating the formation of export-competent mRNP particles. The complex prevents the formation of RNA-DNA hybrids (R-loops) that can cause genomic instability during transcription.,"** Tho2, Hpr1, Mft1, Thp2, Tex1","** THO2, HPR1, MFT1, THP2, TEX1",** (0.90 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (Budding yeast),"N/A (The exact combination of these four SNARE proteins is specific to yeast, though homologs of the individual components exist in other organisms)","This complex mediates fusion of late endosomal/prevacuolar compartments with the trans-Golgi network in Saccharomyces cerevisiae. It facilitates protein trafficking between these compartments by catalyzing the fusion of transport vesicles with their target membranes. The complex is particularly important for the recycling of proteins between the late endosome and the Golgi apparatus, and plays a role in maintaining proper protein sorting in the endosomal system.",- Syntaxin TLG2 (t-SNARE); - Vesicle transport v-SNARE protein VTI1 (v-SNARE); - t-SNARE protein TLG1; - Synaptobrevin homolog 2 (SNC2),- TLG2; - VTI1; - TLG1; - SNC2,(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (Baker's yeast),"Similar SNARE complexes exist in other eukaryotes, but with different component names and some functional variations.","This SNARE complex mediates fusion of endosome-derived vesicles with the late Golgi compartment. It plays a critical role in endosomal trafficking pathways, particularly in the retrieval of proteins from endosomes to the trans-Golgi network (TGN) and in maintaining proper organization of the endosomal system. The complex is essential for the delivery of vacuolar hydrolases and recycling of vesicle proteins.",- Syntaxin TLG2 (t-SNARE); - Vesicle transport v-SNARE protein VTI1; - t-SNARE TLG1; - Vesicle-associated membrane protein SNC2 (v-SNARE),- TLG2; - VTI1; - TLG1; - SNC2,(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,,,,,,,
few-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (Baker's yeast),"Not found in other model organisms in the same configuration. The complex components and regulatory mechanism are specific to fungi, with some functional homologs in other fungal species.","This complex regulates mating and invasive/filamentous growth responses in yeast. Ste12 is a transcription factor that activates genes involved in these processes, while Dig1 and Dig2 act as negative regulators that inhibit Ste12 activity until appropriate signaling (primarily through MAPK pathways) occurs. Upon pheromone stimulation or nutrient limitation, MAP kinases phosphorylate Dig1 and Dig2, relieving their inhibition of Ste12 and allowing gene expression.",- Sterile 12 protein (Ste12); - Down-regulator of invasive growth 1 (Dig1/Rst1); - Down-regulator of invasive growth 2 (Dig2/Rst2),- STE12; - DIG1 (RST1); - DIG2 (RST2),(0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (Baker's yeast),N/A (This specific complex configuration is unique to yeast),"This complex regulates two distinct gene expression programs in Saccharomyces cerevisiae: the mating response and invasive/pseudohyphal growth. During mating, the complex responds to pheromone signaling through the MAPK pathway. When activated, Ste12 is released from inhibition by Dig1 and Dig2, allowing it to bind to pheromone response elements (PREs) in promoters of mating genes. During filamentous growth, Ste12 cooperates with Tec1 to regulate filamentation response elements (FREs) in targets involved in invasive growth.",- Sterile 12 protein (Ste12); - Down-regulator of invasive growth 1 (Dig1/Rst1); - Down-regulator of invasive growth 2 (Dig2/Rst2),- STE12; - DIG1 (RST1); - DIG2 (RST2),(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,TRAPP II Complex (Transport Protein Particle II Complex),Saccharomyces cerevisiae (Baker's yeast),"Human, Mouse, Drosophila melanogaster, C. elegans","The TRAPP II complex functions in membrane trafficking, specifically mediating the tethering of transport vesicles to the late Golgi compartment. It is involved in intra-Golgi traffic and endosome-to-Golgi retrograde transport. The complex also participates in autophagy by regulating the formation of pre-autophagosomal structures.",- Bet3 (Transport protein particle subunit 3); - Bet5 (Transport protein particle subunit 5); - Trs20 (Transport protein particle subunit 20); - Trs23 (Transport protein particle subunit 23); - Trs31 (Transport protein particle subunit 31); - Trs33 (Transport protein particle subunit 33); - Trs65 (Transport protein particle subunit 65); - Trs85 (Transport protein particle subunit 85); - Trs120 (Transport protein particle subunit 120); - Trs130 (Transport protein particle subunit 130),- BET3; - BET5; - TRS20; - TRS23; - TRS31; - TRS33; - TRS65 (KRE11); - TRS85 (GSG1); - TRS120; - TRS130,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,** TRAPP II Complex (Transport Protein Particle II Complex),** Saccharomyces cerevisiae (Baker's yeast),"** Human, Mouse, Drosophila melanogaster, C. elegans","** The TRAPP II complex functions as a guanine nucleotide exchange factor (GEF) for the Rab GTPase Ypt31/32, activating it by catalyzing GDP-to-GTP exchange. It mediates vesicular trafficking from the Golgi apparatus, specifically in intra-Golgi transport and transport from the Golgi to the plasma membrane. The complex also plays a role in autophagy and regulates the organization of the late Golgi compartments.",**,**,** (0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
zero-shot,,,,,,,
few-shot,CCM Complex (Cerebral Cavernous Malformation Complex),Human,"Mouse, Zebrafish","The CCM complex functions as a critical regulator of vascular integrity and endothelial cell junctions. It controls endothelial cell-cell junction stability, cytoskeletal dynamics, and cell polarity. The complex suppresses RhoA signaling and MEKK3-KLF2/4 pathways, thereby maintaining normal vascular development and preventing the formation of cerebral cavernous malformations (dilated, leaky vascular lesions primarily in the brain).",- Cerebral cavernous malformations 1 protein (Krit1); - Cerebral cavernous malformations 2 protein (Malcavernin/OSM); - Cerebral cavernous malformations 3 protein (PDCD10),- CCM1 (KRIT1); - CCM2 (MGC4607); - CCM3 (PDCD10),(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,CCM (Cerebral Cavernous Malformation) Complex,Human,"Mouse, Zebrafish","The CCM complex is a critical regulator of vascular integrity and development, particularly in the brain. It maintains endothelial cell junctions, controls RhoA GTPase signaling, and regulates endothelial cell polarity, shape, and migration. Defects in this complex lead to cerebral cavernous malformations, which are vascular lesions predominantly found in the central nervous system.","CCM1 (KRIT1), CCM2 (Malcavernin/OSM), CCM3 (PDCD10)","KRIT1 (CCM1), CCM2, PDCD10 (CCM3)",(0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,,,,,,,
few-shot,μ-Calpain complex,Human,"Mouse, Rat, Bovine, Pig","The μ-Calpain complex is a calcium-dependent cysteine protease that mediates limited proteolysis of various substrates. It plays crucial roles in cytoskeletal remodeling, cell motility, signal transduction, apoptosis, and cell cycle regulation in humans. The complex becomes activated upon calcium binding, which induces conformational changes that bring the catalytic site into an active configuration. μ-Calpain is particularly important in muscle tissue for protein turnover and is involved in post-mortem meat tenderization.","Calpain-1 catalytic subunit, Calpain small subunit 1","CAPN1, CAPNS1",(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.27 + 0.255 + 0.25 + 0.1425 = **0.9175**
contextual,μ-Calpain complex,Human,"Mouse, Rat, Bovine","The μ-Calpain complex is a calcium-dependent cysteine protease that catalyzes the limited proteolysis of various cellular proteins. It is involved in cytoskeletal remodeling, signal transduction, cell cycle progression, apoptosis, and cellular differentiation. The complex requires micromolar concentrations of calcium for activation and undergoes autolysis to reduce calcium requirements after initial activation.","Calpain-1 catalytic subunit, Calpain small subunit 1","CAPN1, CAPNS1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.255 + 0.25 + 0.135 = **0.91**
_zero-shot,,,,,,,
_few-shot,** GINS complex,** Saccharomyces cerevisiae,"** Human, Mouse, Xenopus laevis, Drosophila melanogaster, Schizosaccharomyces pombe","** The GINS complex is essential for both the initiation and elongation phases of eukaryotic DNA replication. It forms a key component of the CMG (Cdc45-MCM-GINS) helicase, which unwinds DNA at replication forks. The complex helps maintain the association of Cdc45 with the MCM complex during S phase and participates in the activation of the replicative DNA helicase, enabling progression of the replication fork.","** Sld5, Psf1, Psf2, Psf3","** SLD5, PSF1, PSF2, PSF3",** (0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
_contextual,GINS complex,Saccharomyces cerevisiae (Budding yeast),"Human, Mouse, Xenopus laevis, Drosophila melanogaster, Schizosaccharomyces pombe","The GINS complex is a critical component of the eukaryotic DNA replication machinery, serving as part of the CMG (Cdc45-MCM-GINS) helicase complex. It is essential for both the initiation of DNA replication and the progression of replication forks. The complex helps unwind the DNA double helix during S phase of the cell cycle and coordinates with other replication factors to ensure accurate genome duplication.","Sld5, Psf1, Psf2, Psf3","SLD5, PSF1, PSF2, PSF3",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.285 + 0.27 + 0.25 + 0.1425 = **0.9475**
zero-shot,,,,,,,
few-shot,CMG (Cdc45-MCM-GINS) helicase complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, Drosophila melanogaster, Xenopus laevis, Schizosaccharomyces pombe","The CMG helicase complex functions as the primary replicative helicase during DNA replication in eukaryotes. It unwinds double-stranded DNA ahead of the replication fork, allowing for DNA synthesis by polymerases. The complex is essential for both the initiation and elongation phases of DNA replication.",- Cell division control protein 45 (Cdc45); - Minichromosome maintenance protein complex (MCM2-7):; - MCM2; - MCM3; - MCM4; - MCM5; - MCM6; - MCM7; - Go-Ichi-Ni-San (GINS) complex:; - Sld5; - Psf1; - Psf2; - Psf3,- CDC45; - MCM2; - MCM3; - MCM4; - MCM5; - MCM6; - MCM7; - SLD5; - PSF1 (CTF4); - PSF2; - PSF3,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
contextual,CMG (Cdc45-MCM-GINS) helicase complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, C. elegans, Drosophila melanogaster, and other eukaryotes","Acts as the primary replicative helicase during DNA replication in eukaryotes. The complex unwinds double-stranded DNA ahead of the replication fork, separating the template strands to allow DNA polymerases to synthesize new complementary strands. This activity is essential for chromosome duplication during S-phase of the cell cycle.",- Cell division control protein 45 (Cdc45); - Minichromosome maintenance proteins (MCM2-7 hexamer):; - MCM2; - MCM3; - MCM4; - MCM5; - MCM6; - MCM7; - GINS complex:; - Sld5; - Psf1; - Psf2; - Psf3,- CDC45; - MCM2; - MCM3; - MCM4; - MCM5; - MCM6; - MCM7; - SLD5; - PSF1 (SLD11); - PSF2 (SLD12); - PSF3 (SLD13),(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.3 + 0.25 + 0.135 = **0.97**
zero-shot,,,,,,,
