Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,"AP-1 adaptor complex (HA1, HA1 clathrin adaptor)",Homo sapiens (Human),Mouse (Mus musculus),"Intracellular protein trafficking, specifically mediating protein sorting and vesicle formation between the trans-Golgi network and endosomes in human cells",1. AP1G1 (Adaptor Protein Complex 1 Subunit Gamma 1); 2. AP1B1 (Adaptor Protein Complex 1 Subunit Beta 1); 3. AP1M1 (Adaptor Protein Complex 1 Subunit Mu 1); 4. AP1S1 (Adaptor Protein Complex 1 Subunit Sigma 1),1. AP1G1; 2. AP1B1; 3. AP1M1; 4. AP1S1; Self Confidence Score Calculation:; (0.30 * 0.85) + (0.30 * 0.75) + (0.25 * 0.80) + (0.15 * 0.90) = 0.255 + 0.225 + 0.200 + 0.135 = 0.815,0.82
few-shot,AP-1 adaptor complex (HA1 clathrin adaptor),Human,N/A,Mediates protein trafficking and sorting at the trans-Golgi network (TGN) and endosomal membranes by recruiting clathrin and cargo proteins,1. AP-1 gamma-1 subunit; 2. AP-1 mu-1 subunit; 3. AP-1 sigma-1 subunit; 4. AP-1 beta-1 subunit,1. CAPG1; 2. AP1M1; 3. AP1S1; 4. AP1B1,
contextual,AP-1 adaptor complex (HA1 clathrin adaptor),Human,"Found in multiple organisms including mouse, D. melanogaster, and C. elegans","Protein complex involved in intracellular protein trafficking, specifically in cargo selection and vesicle formation at the trans-Golgi network and endosomal membranes",1. AP1G1 (Adaptor Protein Complex 1 Subunit Gamma 1); 2. AP1B1 (Adaptor Protein Complex 1 Subunit Beta 1); 3. AP1M1 (Adaptor Protein Complex 1 Subunit Mu 1); 4. AP1S1 (Adaptor Protein Complex 1 Subunit Sigma 1),- AP1G1; - AP1B1; - AP1M1; - AP1S1,
zero-shot,PAN1 Actin Cytoskeleton-Regulatory Complex,Saccharomyces cerevisiae (Budding Yeast),None specifically identified,"Regulates actin cytoskeleton organization, endocytosis, and cell morphogenesis by coordinating actin filament assembly and membrane trafficking",1. Pan1 protein; 2. End3 protein; 3. Las17 protein,1. PAN1 (Pan1 gene); 2. END3 (End3 gene); 3. LAS17 (Las17 gene); Self Confidence Score Calculation:; - Consistency across databases: 0.3 * 0.8 = 0.24; - Supporting experimental data: 0.3 * 0.7 = 0.21; - Protein-gene mapping accuracy: 0.25 * 0.9 = 0.225; - Organism specificity: 0.15 * 1.0 = 0.15; Total Self Confidence Score: 0.24 + 0.21 + 0.225 + 0.15 = 0.825,
few-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast),Not prominently found in other model organisms,Regulates actin cytoskeleton organization and endocytic membrane trafficking,1. Pan1 protein; 2. End3 protein; 3. Sla2 protein,1. PAN1; 2. END3; 3. SLA2,
contextual,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (Budding yeast),N/A (Complex is primarily characterized in S. cerevisiae),"Regulates actin cytoskeleton organization, endocytosis, and cell polarity by modulating actin assembly and membrane trafficking",1. Pan1 protein; 2. End3 protein; 3. Sla1 protein,1. PAN1; 2. END3; 3. SLA1,
zero-shot,AMP-activated protein kinase (AMPK) complex,Human,"Mouse, C. elegans","Cellular energy sensor that regulates metabolic processes by monitoring cellular ATP levels, activating energy-generating pathways and inhibiting energy-consuming processes when cellular energy is low",1. AMPK α1/α2 catalytic subunit; 2. AMPK β1/β2 regulatory subunit; 3. AMPK γ1/γ2/γ3 regulatory subunit,1. PRKAA1 (α1 catalytic subunit); 2. PRKAA2 (α2 catalytic subunit); 3. PRKAB1 (β1 regulatory subunit); 4. PRKAB2 (β2 regulatory subunit); 5. PRKAG1 (γ1 regulatory subunit); 6. PRKAG2 (γ2 regulatory subunit); 7. PRKAG3 (γ3 regulatory subunit); Self Confidence Score Calculation:; (0.3 * 0.85) + (0.3 * 0.80) + (0.25 * 0.90) + (0.15 * 0.95) = 0.855,
few-shot,AMP-activated protein kinase (AMPK) complex,Human,"Widely conserved in mammals, yeast, and other eukaryotes",A key cellular energy sensor that regulates metabolic processes by monitoring cellular AMP/ATP ratios. It plays a crucial role in activating energy-generating pathways and inhibiting energy-consuming processes in response to cellular energy stress.,1. AMPK catalytic α subunit; 2. AMPK regulatory β subunit; 3. AMPK regulatory γ subunit,1. PRKAA1/PRKAA2 (α subunit); 2. PRKAB1/PRKAB2 (β subunit); 3. PRKAG1/PRKAG2/PRKAG3 (γ subunit),
contextual,AMP-activated protein kinase (AMPK) complex,Human,"Found in mammals, with variations in other eukaryotes","A crucial cellular energy sensor and regulator that plays a key role in metabolic homeostasis, activated by increased AMP/ATP ratio. It phosphorylates multiple targets to stimulate energy-generating processes and inhibit energy-consuming processes during cellular stress or low energy conditions.",1. AMPK α catalytic subunit; 2. AMPK β regulatory subunit; 3. AMPK γ regulatory subunit,1. PRKAA1/PRKAA2 (α subunit); 2. PRKAB1/PRKAB2 (β subunit); 3. PRKAG1/PRKAG2/PRKAG3 (γ subunit),
zero-shot,Augmin complex,Drosophila melanogaster,"Human, C. elegans","Facilitates microtubule amplification and branching during mitotic spindle assembly, promoting robust spindle formation and chromosome segregation",1. Augmin 1 (Glu); 2. Augmin 2 (Gpu); 3. Augmin 3 (Poc); 4. Augmin 4 (Msd1); 5. Augmin 5 (Msd3); 6. Augmin 6 (Msd5); 7. Augmin 7 (Msd6); 8. Augmin 8 (Msd7),1. Glu; 2. Gpu; 3. Poc; 4. Msd1; 5. Msd3; 6. Msd5; 7. Msd6; 8. Msd7; Self Confidence Score calculation:; (0.3 * 0.85) + (0.3 * 0.75) + (0.25 * 0.80) + (0.15 * 0.90) = 0.255 + 0.225 + 0.200 + 0.135 = 0.815,
few-shot,Augmin complex,Drosophila melanogaster,"Human, C. elegans","Microtubule amplification during mitotic spindle assembly, facilitating increased microtubule density and spindle formation by nucleating new microtubules from existing microtubules",1. Augmin subunit 1 (Aug1); 2. Augmin subunit 2 (Aug2); 3. Augmin subunit 3 (Aug3); 4. Augmin subunit 4 (Aug4); 5. Augmin subunit 5 (Aug5); 6. Augmin subunit 6 (Aug6); 7. Augmin subunit 7 (Aug7); 8. Augmin subunit 8 (Aug8),1. RSVGA5/CG7242 (Aug1); 2. CG7337 (Aug2); 3. CG6019 (Aug3); 4. CG6358 (Aug4); 5. CG10609 (Aug5); 6. CG10832 (Aug6); 7. CG11261 (Aug7); 8. CG9848 (Aug8),(0.85 × 0.30) + (0.90 × 0.30) + (0.80 × 0.25) + (1.00 × 0.15) = 0.255 + 0.270 + 0.200 + 0.150 = **0.875**
contextual,Augmin Complex,Drosophila melanogaster,"Found in humans, mice, and C. elegans with similar structural and functional characteristics","The Augmin complex plays a critical role in mitotic spindle assembly and microtubule amplification during cell division. Specifically, it helps generate additional microtubules from existing microtubules, which is essential for stabilizing and expanding the mitotic spindle.",1. Augmin 1 (Gp71); 2. Augmin 2 (Gp90); 3. Augmin 3 (Gp110); 4. Augmin 4 (Gp190); 5. Augmin 5 (Gp210); 6. Augmin 6 (Gp250); 7. Augmin 7 (Gp270),1. Augmin1; 2. Augmin2; 3. Augmin3; 4. Augmin4; 5. Augmin5; 6. Augmin6; 7. Augmin7,
zero-shot,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,None specifically confirmed,"Regulates cell cycle progression and transcriptional control of proliferation-associated genes, particularly during G1/S transition",1. Myb; 2. LIN-54; 3. DREAM complex members; 4. B-MYB; 5. p130/RBL2,1. Myb; 2. lin-54; 3. rbf; 4. E2F; 5. Rb; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.85) + (Experimental data: 0.3 × 0.75) + (Protein-gene mapping: 0.25 × 0.80) + (Organism specificity: 0.15 × 0.90); = 0.255 + 0.225 + 0.200 + 0.135; = 0.815,0.815
few-shot,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,Found in limited form in humans and C. elegans,"Regulates cell cycle progression and transcriptional control of cell cycle-related genes, particularly during G1/S transition and DNA replication",1. Myb protein; 2. dLin-52; 3. dE2F2; 4. RBF1/RBF2; 5. dHDAC1; 6. Rpd3,1. Myb; 2. Lin-52; 3. E2F2; 4. RBF; 5. HDAC1; 6. Rpd3,(0.85 × 0.3) + (0.80 × 0.3) + (0.90 × 0.25) + (1.00 × 0.15) = 0.255 + 0.24 + 0.225 + 0.15 = **0.87**
contextual,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,Found in humans and C. elegans with similar structural composition,Regulates cell cycle progression and transcriptional control of genes involved in DNA replication and cell proliferation,1. Drosophila Myb protein; 2. LIN-9; 3. LIN-37; 4. LIN-52; 5. LIN-54,1. Myb; 2. lin-9; 3. lin-37; 4. lin-52; 5. lin-54,
zero-shot,CORVET (Class C Core Vacuole/Endosome Tethering) complex,Saccharomyces cerevisiae (Budding yeast),None specifically identified for this complex variant,"Involved in endosome fusion and trafficking, specifically mediating early endosome tethering and fusion processes",1. Vps3; 2. Vps8; 3. Vps11; 4. Vps16; 5. Vps17; 6. Vps45,1. VPS3; 2. VPS8; 3. VPS11; 4. VPS16; 5. VPS17; 6. VPS45; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.85) + (Experimental data: 0.3 × 0.90) + (Protein-gene mapping: 0.25 × 0.95) + (Organism specificity: 0.15 × 1.00) = 0.255 + 0.270 + 0.238 + 0.150 = 0.913,0.91
few-shot,CORVET (Class C Core Vacuole/Endosome Tethering) Complex,Saccharomyces cerevisiae (Budding Yeast),"Found in limited form in humans and other eukaryotes, but most extensively characterized in S. cerevisiae","Involved in endosome fusion and homotypic vacuole membrane tethering during intracellular trafficking, specifically crucial for early endosome fusion and vacuolar protein sorting.",1. Vps3; 2. Vps8; 3. Vps11; 4. Vps16; 5. Vps39; 6. Vps41; Corresponding Genes:; 1. VPS3; 2. VPS8; 3. VPS11; 4. VPS16; 5. VPS39; 6. VPS41,,(0.85 × 0.30) + (0.90 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15) = **0.922**
contextual,CORVET (Class C Core Vacuole/Endosome Tethering) Complex,Saccharomyces cerevisiae (Budding Yeast),Limited conservation in higher eukaryotes; related HOPS complex exists in humans,"Mediates early endosome fusion and acts as a tethering complex involved in intracellular membrane trafficking, specifically in vacuolar protein sorting and endosome-vacuole fusion.",1. Vps3; 2. Vps8; 3. Vps11; 4. Vps16; 5. Vps41; 6. Vps45; Corresponding Genes:; 1. VPS3; 2. VPS8; 3. VPS11; 4. VPS16; 5. VPS41; 6. VPS45,,
zero-shot,Sodium leak channel complex,Human,N/A,"Mediates passive sodium ion movement across cell membranes, contributing to resting membrane potential maintenance and neuronal excitability regulation",1. TASK-1 (KCNK3); 2. TASK-3 (KCNK9); 3. TRESK (KCNK18),1. KCNK3; 2. KCNK9; 3. KCNK18; Self Confidence Score Calculation:; (Consistency of sources: 0.3 × 0.85) + (Experimental data: 0.3 × 0.75) + (Protein-gene mapping: 0.25 × 0.90) + (Organism specificity: 0.15 × 1.00) = 0.255 + 0.225 + 0.225 + 0.15 = 0.855,0.855
few-shot,Sodium leak channel complex,Drosophila melanogaster,"Human, C. elegans",Voltage-gated ion channel responsible for depolarizing sodium (Na+) leak currents that determine resting Na+ permeability and control neuronal excitability. Plays a critical role in maintaining resting membrane potential and neuronal signaling.,1. Protein unc-80 homolog; 2. Narrow abdomen isoform F; 3. Uncoordinated 79 isoform B,1. unc80; 2. na (narrow abdomen); 3. unc79,
contextual,Sodium Leak Channel Complex,Drosophila melanogaster,"Human, C. elegans","Voltage-gated ion channel responsible for depolarizing sodium (Na+) leak currents that determine resting Na(+) permeability and control neuronal excitability, particularly in pacemaker neurons.",1. Protein unc-80 homolog; 2. Narrow abdomen isoform F; 3. Uncoordinated 79 isoform B,1. unc80; 2. na (narrow abdomen); 3. unc79,
zero-shot,ATG1 (ULK1) Protein Kinase Complex,Saccharomyces cerevisiae (Budding Yeast),"Human, Drosophila melanogaster",Initiates and regulates autophagy through phosphorylation of autophagy-related proteins and recruitment of downstream autophagy machinery,1. ATG1 (Protein Kinase); 2. ATG13; 3. ATG17; 4. ATG29; 5. ATG31,1. ATG1; 2. ATG13; 3. ATG17; 4. ATG29; 5. ATG31; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.85) + (Experimental support: 0.3 × 0.80) + (Protein-gene mapping accuracy: 0.25 × 0.90) + (Organism specificity: 0.15 × 1.00) = 0.255 + 0.240 + 0.225 + 0.150 = 0.87,0.87
few-shot,ATG1 (ULK1) Protein Kinase Complex,Saccharomyces cerevisiae (Budding Yeast),"Found in modified forms in humans, mice, and other eukaryotes",Initiation of autophagy through regulation of autophagosome formation and early autophagy process,1. Atg1 protein kinase (primary kinase); 2. Atg13 regulatory protein; 3. Atg17 scaffolding protein; 4. Atg29 regulatory subunit; 5. Atg31 regulatory subunit,1. ATG1; 2. ATG13; 3. ATG17; 4. ATG29; 5. ATG31,
contextual,ATG1 protein kinase complex,Saccharomyces cerevisiae (Budding yeast),"Found in limited forms in Drosophila melanogaster and humans, but most comprehensively characterized in yeast",Regulation of autophagy initiation through protein kinase activity and recruitment of autophagy-related proteins during cellular stress and nutrient deprivation,1. Atg1 (Serine/threonine protein kinase); 2. Atg13; 3. Atg17; 4. Atg29; 5. Atg31,1. ATG1; 2. ATG13; 3. ATG17; 4. ATG29; 5. ATG31,
zero-shot,NXF1-NXT1 mRNA Nuclear Export Factor Complex,Homo sapiens (Human),"Mouse, Drosophila melanogaster",Facilitates nuclear export of messenger RNA (mRNA) from the nucleus to the cytoplasm by recognizing and binding to specific RNA export signals,1. Nuclear Export Factor 1 (NXF1); 2. Nuclear Transport Factor 2-like Export Factor (NXT1),1. NXF1 gene (located on chromosome 11q13.1); 2. NXT1 gene (located on chromosome 16p13.3); Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.85) + (Experimental support: 0.3 × 0.90) + (Protein-gene mapping accuracy: 0.25 × 0.95) + (Organism specificity: 0.15 × 1.00) = 0.255 + 0.270 + 0.2375 + 0.15 = 0.9125,0.91
few-shot,NXF1-NXT1 mRNA nuclear export factor complex,Human,"Found in multiple eukaryotes including Drosophila melanogaster, Saccharomyces cerevisiae, and C. elegans",Responsible for mRNA nuclear export through the nuclear pore complex by recognizing and binding specific RNA elements and facilitating transport from the nucleus to the cytoplasm,1. Nuclear export factor 1 (NXF1); 2. Nuclear export factor-like protein 1 (NXT1/TAP),1. NXF1; 2. NXT1,
contextual,NXF1-NXT1 mRNA nuclear export factor complex,Human,"Found in multiple eukaryotes including mouse, Drosophila melanogaster, and Saccharomyces cerevisiae",Mediates the nuclear export of messenger RNA (mRNA) through the nuclear pore complex by recognizing specific RNA features and facilitating translocation,1. Nuclear RNA export factor 1 (NXF1); 2. Nuclear RNA export factor 2 (NXT1),1. NXF1 (Nuclear XML export factor 1); 2. NXT1 (Nuclear XML export factor 2),
zero-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Homo sapiens (Human),"Saccharomyces cerevisiae, Caenorhabditis elegans",Plays a critical role in lysosomal positioning and autophagosome-lysosome fusion during late-stage autophagy by activating the small GTPase Rab7,1. MON1A (Monomer A); 2. MON1B (Monomer B); 3. CCDC93 (CCZ1 homolog),1. MON1A gene; 2. MON1B gene; 3. CCDC93 gene; Self Confidence Score Calculation:; - Consistency across databases: 0.3 × 0.85 = 0.255; - Supporting experimental data: 0.3 × 0.80 = 0.240; - Protein-gene mapping accuracy: 0.25 × 0.90 = 0.225; - Organism specificity: 0.15 × 0.95 = 0.143; Total Confidence Score: 0.255 + 0.240 + 0.225 + 0.143 = 0.863,
few-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae (Budding yeast),The complex is also found in humans and C. elegans with similar functional characteristics.,"Plays a critical role in vacuolar fusion and trafficking, specifically involved in the regulation of late endosome and vacuole fusion processes through guanyl-nucleotide exchange factor activity.",1. Mon1 (Monomorphic vacuolar inheritance protein); 2. Ccz1 (Vacuolar protein trafficking protein),1. MON1; 2. CCZ1,
contextual,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae (Yeast),"The complex is also found in Homo sapiens (humans) and Caenorhabditis elegans, with similar functional characteristics.","Involved in vacuolar fusion and membrane trafficking, specifically acting as a guanine nucleotide exchange factor (GEF) that activates the Rab GTPase Ypt7p, which is crucial for late-stage vacuole fusion and autophagy.",1. Mon1 protein; 2. Ccz1 protein,1. MON1 (YBR224W); 2. CCZ1 (YMR117C),
zero-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,None specifically identified,Maintains telomere integrity and prevents chromosome end-to-end fusion in Drosophila melanogaster by protecting chromosome ends,1. HipHop (Hitchhiker); 2. HOAP (Heterochromatin Protein 1-Associated Protein); 3. Moi (Moira); 4. Caravaggio,1. hip (HipHop); 2. hoap (HOAP); 3. moi (Moira); 4. cara (Caravaggio); Self Confidence Score Calculation:; (Consistency of sources: 0.3 × 0.8) + (Experimental data: 0.3 × 0.7) + (Protein-gene mapping: 0.25 × 0.9) + (Organism specificity: 0.15 × 1.0) = 0.78,
few-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,Limited evidence of similar complex in other model organisms,Crucial for maintaining telomere integrity and preventing end-to-end chromosome fusions by protecting chromosome ends,1. HipHop (Hitchhiker's phosphoprotein); 2. HOAP (Heterochromatin Organization Associated Protein),1. hip (hipHop gene); 2. caravaggio (HOAP gene),
contextual,HipHop-HOAP telomere-capping complex',Drosophila melanogaster',N/A',Protects chromosome ends by preventing end-to-end fusion and maintaining telomere integrity',- HipHop (Hiphop); - HOAP (Caravaggio); - Mre11; - Rad50',- hiphop; - caravaggio; - mre11; - rad50',
zero-shot,ZFP-1(AF10)/DOT-1 Histone Methyltransferase Complex,C. elegans; 0.15 * 0.9 = 0.135,None specifically identified,Involved in histone H3 lysine 79 methylation and transcriptional regulation,1. ZFP-1 (AF10 ortholog); 2. DOT-1 (Histone methyltransferase); 0.25 * 0.8 = 0.20,1. zfp-1 (gene encoding ZFP-1); 2. dot-1 (gene encoding DOT-1); Self Confidence Score Calculation:; Consistency across sources: 0.3 * 0.7 = 0.21; Supporting experimental data: 0.3 * 0.6 = 0.18,0.725
few-shot,ZFP-1(AF10)/DOT-1 Histone Methyltransferase Complex,C. elegans,"Similar complexes found in humans and Drosophila, but with slight variations","Involved in chromosome dynamics, transcriptional regulation, and histone H3 lysine 79 methylation. Plays a critical role in maintaining genomic stability and regulating gene expression during development.",1. ZFP-1 (AF10 ortholog); 2. DOT-1 (Histone methyltransferase),1. zfp-1; 2. dot-1,
contextual,ZFP-1(AF10)/DOT-1 complex,C. elegans,N/A (complex primarily characterized in C. elegans),"Histone methyltransferase complex involved in chromatin modification and transcriptional regulation, specifically H3K79 methylation",1. ZFP-1 (Zinc Finger Protein-1); 2. DOT-1 (Disruptor of Telomeric silencing-1),1. zfp-1; 2. dot-1,(0.75 × 0.3) + (0.65 × 0.3) + (0.90 × 0.25) + (1.00 × 0.15) = 0.225 + 0.195 + 0.225 + 0.15 = **0.795**
zero-shot,Apoptotic Initiator Complex,C. elegans; 0.15 × 1.0 = 0.15,None specifically identified,Initiates programmed cell death (apoptosis) through caspase activation and regulation,1. CED-3 (Caspase); 2. CED-4 (Apoptotic protease activating factor); 3. MAC-1 (Mitochondrial apoptosis-induced protein); 0.25 × 0.9 = 0.225,1. ced-3; 2. ced-4; 3. mac-1; Self Confidence Score Calculation:; Consistency of Information: 0.3 × 0.8 = 0.24; Supporting Experimental Data: 0.3 × 0.7 = 0.21,0.825
few-shot,CED-3-CED-4-MAC-1 Complex,C. elegans,N/A (Complex is most specific to C. elegans),"This protein complex plays a critical role in programmed cell death (apoptosis) in C. elegans, specifically involved in the initiation and execution of cellular self-destruction during developmental cell death.",1. CED-3 (Caspase); 2. CED-4 (Apoptotic protease activating factor); 3. MAC-1 (Additional regulatory protein),1. ced-3; 2. ced-4; 3. mac-1,(0.85 × 0.3) + (0.80 × 0.3) + (0.90 × 0.25) + (1.00 × 0.15) = 0.255 + 0.24 + 0.225 + 0.15 = **0.87**
contextual,ced-3-ced-4-mac-1 complex,C. elegans,Not prominently found in other organisms in this specific configuration,"This protein complex is critical for programmed cell death (apoptosis) in C. elegans, specifically playing a key role in the initiation and execution of cell death during developmental programmed cell death.",1. CED-3 (Cell Death Abnormal-3); 2. CED-4 (Cell Death Abnormal-4); 3. MAC-1 (Mitochondrial Apoptosis-Inducing Complex-1),1. ced-3; 2. ced-4; 3. mac-1,(0.85 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
zero-shot,Nuclear Mitotic Cohesin Complex,Homo sapiens (Human),"Saccharomyces cerevisiae, Drosophila melanogaster",Ensures proper chromosome segregation during cell division by maintaining sister chromatid cohesion and regulating chromosome structure and DNA repair,1. SMC1A (Structural Maintenance of Chromosomes 1A); 2. SMC3 (Structural Maintenance of Chromosomes 3); 3. STAG1/2 (Stromal Antigen 1/2); 4. RAD21 (RAD21 Cohesin Complex Component),1. SMC1A; 2. SMC3; 3. STAG1; 4. STAG2; 5. RAD21; Self Confidence Score Calculation:; (Consistency of sources × 0.3) + (Supporting experimental data × 0.3) + (Protein-gene mapping accuracy × 0.25) + (Organism specificity × 0.15); = (0.85 × 0.3) + (0.80 × 0.3) + (0.90 × 0.25) + (0.95 × 0.15); = 0.255 + 0.24 + 0.225 + 0.1425; = 0.863,0.86
few-shot,Nuclear mitotic cohesin complex,Human,"Present in multiple eukaryotes including Mouse, Drosophila melanogaster, Saccharomyces cerevisiae","Plays a critical role in sister chromatid cohesion during cell division, chromosome segregation, DNA repair, and gene regulation by maintaining chromatin architecture",1. Structural Maintenance of Chromosomes Protein 1A (SMC1A); 2. Structural Maintenance of Chromosomes Protein 3 (SMC3); 3. Cohesin Subunit RAD21; 4. Stromal Antigen 1 (SA1/STAG1); 5. Stromal Antigen 2 (SA2/STAG2),1. SMC1A; 2. SMC3; 3. RAD21; 4. STAG1; 5. STAG2,
contextual,Nuclear mitotic cohesin complex,Human,N/A (analysis focused on human complex),"The nuclear mitotic cohesin complex is responsible for sister chromatid cohesion during cell division, chromosome structure maintenance, and DNA repair processes. It plays a crucial role in ensuring proper chromosome segregation during mitosis and meiosis.",1. Structural Maintenance of Chromosomes Protein 1A (SMC1A); 2. Structural Maintenance of Chromosomes Protein 3 (SMC3); 3. Cohesin Subunit RAD21; 4. Sister Chromatid Cohesion Protein 1 (STAG1/SA1); 5. Sister Chromatid Cohesion Protein 2 (STAG2/SA2),1. SMC1A; 2. SMC3; 3. RAD21; 4. STAG1; 5. STAG2,
zero-shot,Atk-1/Akt-2/Sgk-1 Protein Kinase Complex,Caenorhabditis elegans (C. elegans),None specifically identified for this exact complex configuration,"Cellular signaling regulation, particularly in stress response, metabolism, and cell survival pathways in C. elegans",1. Atk-1 (Akt/PKB protein kinase); 2. Akt-2 (Akt/PKB protein kinase); 3. Sgk-1 (Serum/Glucocorticoid Regulated Kinase),1. atk-1 gene; 2. akt-2 gene; 3. sgk-1 gene; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.7) + (Experimental data: 0.3 × 0.6) + (Protein-gene mapping: 0.25 × 0.8) + (Organism specificity: 0.15 × 0.9) = 0.68,0.68
few-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,C. elegans,"Limited evidence in mouse and human systems, but most extensively studied in C. elegans","Regulates cell survival, proliferation, metabolism, and developmental processes through serine/threonine protein kinase signaling pathways",1. Atk-1 (AKT-1 protein kinase); 2. Akt-2 (AKT-2 protein kinase); 3. Sgk-1 (Serum/glucocorticoid-regulated kinase),1. akt-1; 2. akt-2; 3. sgk-1,
contextual,Atk-1/Akt-2/Sgk-1 protein kinase complex,C. elegans,"Found in humans, mice, and Drosophila melanogaster with similar functions","Regulates cellular processes such as cell survival, proliferation, metabolism, and apoptosis through phosphorylation of downstream targets",1. Atk-1 (Akt/Protein Kinase B-1); 2. Akt-2 (Akt/Protein Kinase B-2); 3. Sgk-1 (Serum/Glucocorticoid Regulated Kinase-1),1. akt-1; 2. akt-2; 3. sgk-1,
zero-shot,RB1-E2F1-TFDP1 Transcription Repressor Complex,Homo sapiens (Human),Mouse (Mus musculus),"Regulates cell cycle progression by repressing E2F-dependent transcription during G1 phase, preventing premature cell cycle entry and controlling cell proliferation",1. Retinoblastoma protein (RB1); 2. Transcription factor E2F1; 3. Transcription factor DP1,1. RB1 gene (located on chromosome 13q14.2); 2. E2F1 gene (located on chromosome 20q11.2); 3. TFDP1 gene (located on chromosome 13q12.2); Self Confidence Score Calculation:; (0.3 * 0.85) + (0.3 * 0.80) + (0.25 * 0.90) + (0.15 * 1.00) = 0.255 + 0.240 + 0.225 + 0.150 = 0.87,0.87
few-shot,RB1-E2F1-TFDP1 Transcription Repressor Complex,Human,Mouse,"Regulates cell cycle progression by repressing E2F-dependent transcription during the G1 phase, preventing premature entry into S phase and controlling cell proliferation.",1. Retinoblastoma protein (RB1); 2. Transcription factor E2F1; 3. Transcription factor DP1,1. RB1 (Retinoblastoma 1); 2. E2F1 (E2F Transcription Factor 1); 3. TFDP1 (Transcription Factor DP1),
contextual,RB1-E2F1-TFDP1 transcription repressor complex,Human,N/A,"This complex is a key regulator of cell cycle progression, specifically controlling the G1/S transition by repressing E2F-regulated gene transcription and preventing inappropriate cell proliferation.",1. Retinoblastoma protein (RB1); 2. Transcription factor E2F1; 3. Transcription factor DP1,1. RB1; 2. E2F1; 3. TFDP1; Self Confidence Score Calculation:; - Consistency across sources: 0.90; - Supporting experimental data: 0.85; - Protein-gene mapping accuracy: 0.95; - Organism-specific specificity: 1.00,(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.00 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
zero-shot,PETISCO (pid-1 variant),C. elegans,None specific,RNA interference (RNAi) regulation and small RNA processing,1. PID-1; 2. RDE-1; 3. HRDE-1; 4. WAGO proteins,1. pid-1; 2. rde-1; 3. hrde-1; 4. wago gene family; Self Confidence Score Calculation:; (Consistency of Information: 0.3 × 0.7) + (Supporting Experimental Data: 0.3 × 0.6) + (Protein-Gene Mapping: 0.25 × 0.8) + (Organism Specificity: 0.15 × 0.9) = 0.69,0.69
few-shot,,,,,,,0.00
contextual,,,,,,,0.10
zero-shot,Unable to verify,Unable to determine,None confirmed,Insufficient verified information,None identified,None identified,
few-shot,,,,,,,0.10
contextual,,,,,,,
zero-shot,Ndc80 Complex (Kinetochore Microtubule-Binding Complex),Saccharomyces cerevisiae (Budding Yeast),"Human, Mouse, C. elegans, Drosophila melanogaster","Essential for chromosome segregation during mitosis and meiosis by forming a crucial link between kinetochores and spindle microtubules, ensuring proper chromosome alignment and segregation during cell division.",1. Ndc80 (Hec1 in mammals); 2. Nuf2; 3. Spc24; 4. Spc25,1. NDC80; 2. NUF2; 3. SPC24; 4. SPC25; Self Confidence Score Calculation:; - Consistency across sources (0.3 × 0.90) = 0.27; - Supporting experimental data (0.3 × 0.85) = 0.255; - Protein-gene mapping accuracy (0.25 × 0.95) = 0.2375; - Organism-specific information (0.15 × 0.92) = 0.138; Total Confidence Score: 0.27 + 0.255 + 0.2375 + 0.138 = 0.90,
few-shot,Ndc80 complex (Kinetochore complex),Saccharomyces cerevisiae (Baker's yeast),"Found in humans, mice, and other eukaryotes",Critical for chromosome segregation during mitosis and meiosis; responsible for kinetochore-microtubule attachment and maintaining chromosome stability during cell division,1. Ndc80 (Hec1 in humans); 2. Nuf2; 3. Spc24; 4. Spc25,1. NDC80; 2. NUF2; 3. SPC24; 4. SPC25,
