Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,GPI-anchor transamidase complex,Saccharomyces cerevisiae,"Human, Mouse","Transfers GPI (glycosylphosphatidylinositol) to proteins bearing a C-terminal GPI attachment signal sequence, thereby anchoring them to the cell membrane.","GPI transamidase component GAA1, GPI transamidase component GPI8, GPI transamidase component GPI16, GPI transamidase component GPI17, GPI transamidase component GAB1","GAA1, GPI8, GPI16, GPI17, GAB1",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.27 + 0.25 + 0.12 = **0.925**
contextual,GPI-anchor transamidase complex,Saccharomyces cerevisiae,"Human, Mouse",The GPI-anchor transamidase complex catalyzes the attachment of glycosylphosphatidylinositol (GPI) anchors to the C-terminus of proteins in the endoplasmic reticulum. This post-translational modification anchors proteins to the cell membrane.,"GPI8, GAA1, GPI16, GPI17, GAB1","GPI8, GAA1, GPI16, GPI17, GAB1",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
zero,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,"The complex is also found in Humans, Mice, C. elegans, and Drosophila melanogaster.",The Glycosylphosphatidylinositol-mannosyltransferase I complex is responsible for the first mannosylation step in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors. It adds the first mannose to the growing GPI anchor precursor.,1. Gpi14p; 2. Pbn1p; 3. Gpi13p,1. GPI14; 2. PBN1; 3. GPI13,0.3 * 0.9 + 0.3 * 0.8 + 0.25 * 0.95 + 0.15 * 1.0 = 0.27 + 0.24 + 0.2375 + 0.15 = 0.8875
few-,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,N/A,Involved in the first mannosylation step in glycosylphosphatidylinositol (GPI) anchor biosynthesis. Catalyzes the transfer of mannose from dolichyl phosphate-D-mannose to GlcN-PI.,"GPI mannosyltransferase 1, GPI mannosyltransferase 2, GPI mannosyltransferase 3, GPI mannosyltransferase 4","GPI14, PGA1, PGA2, PBN1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
cont,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,N/A,Adds the first mannose to the glycosylphosphatidylinositol (GPI) anchor precursor. GPI anchors are glycolipids that anchor proteins to the cell surface membrane.,"GPI mannosyltransferase 1, Phosphatidylinositol glycan anchor biosynthesis class U protein, Phosphatidylinositol glycan anchor biosynthesis class Q protein, Phosphatidylinositol glycan anchor biosynthesis class P protein, GPI mannosyltransferase 2","GPI14, GPI16, GPI17, GPI18, GPI19",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast),"The Dsl1 tethering complex is conserved in other eukaryotic organisms, including Homo sapiens (humans), Mus musculus (mouse), Caenorhabditis elegans (nematode), and Drosophila melanogaster (fruit fly).",The Dsl1 tethering complex is involved in the transport of Golgi-derived vesicles to the endoplasmic reticulum (ER) and facilitates the fusion of these vesicles with the ER membrane. It plays a crucial role in the retrograde transport pathway from the Golgi to the ER.,1. Dsl1p; 2. Dsl3p (also known as Sec39p); 3. Tip20p,1. DSL1; 2. DSL3 (SEC39); 3. TIP20,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.27 + 0.24 + 0.25 + 0.15 = 0.91
few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast),N/A,The Dsl1 complex is involved in Golgi-to-endoplasmic reticulum (ER) retrograde transport. It acts as a tethering complex that captures COPI-coated vesicles and facilitates their fusion with the ER membrane.,"Dsl1p, Dsl3p (Sec39p), Tip20p","DSL1, DSL3 (SEC39), TIP20",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast),N/A,"The Dsl1 tethering complex is involved in Golgi-to-endoplasmic reticulum (ER) retrograde transport. It facilitates the fusion of Golgi-derived COPI vesicles with the ER membrane, ensuring proper recycling of ER-resident proteins and maintaining the integrity of the ER-Golgi pathway.","Dsl1p, Dsl3p (Sec39p), Tip20p","DSL1, DSL3 (SEC39), TIP20",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,"AP-1 adaptor complex (HA1, HA1 clathrin adaptor)",Human,"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae",The AP-1 adaptor complex is involved in protein sorting and vesicle transport from the trans-Golgi network (TGN) to endosomes. It plays a role in the assembly of clathrin-coated vesicles and cargo selection.,1. AP1G1 (Adapter related protein complex 1 subunit gamma 1); 2. AP1B1 (Adapter related protein complex 1 subunit beta 1); 3. AP1M1 (Adapter related protein complex 1 subunit mu 1); 4. AP1S1 (Adapter related protein complex 1 subunit sigma 1),1. AP1G1; 2. AP1B1; 3. AP1M1; 4. AP1S1,0.3 (consistency) + 0.25 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 0.95
few-shot,AP-1 adaptor complex,Human,"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae","The AP-1 adaptor complex is involved in protein sorting in the trans-Golgi network (TGN) and endosomes. It plays a role in the assembly of clathrin-coated vesicles, which mediate trafficking between the TGN and endosomes or lysosomes.","AP-1 complex subunit gamma-1, AP-1 complex subunit beta-1, AP-1 complex subunit mu-1, AP-1 complex subunit sigma-1A, AP-1 complex subunit sigma-1B","AP1G1, AP1B1, AP1M1, AP1S1, AP1S2",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.255 + 0.25 + 0.135 = **0.925**
contextual,AP-1 adaptor complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae",Involved in protein transport between the trans-Golgi network and endosomes. It mediates the recruitment of clathrin to the membrane and the recognition of sorting signals within the cytosolic tails of transmembrane cargo molecules.,"AP-1 complex subunit gamma-1, AP-1 complex subunit beta-1, AP-1 complex subunit mu-1, AP-1 complex subunit sigma-1A, AP-1 complex subunit sigma-1B","AP1G1, AP1B1, AP1M1, AP1S1, AP1S2",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.27 + 0.285 + 0.25 + 0.12 = **0.925**
zero-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast),Not applicable,The PAN1 complex is involved in actin cytoskeleton organization and endocytosis. It plays a role in the regulation of actin polymerization and the assembly of actin patches at sites of endocytosis.,"Pan1p, Sla1p, End3p","PAN1, SLA1, END3",0.3 * 1.0 + 0.3 * 0.8 + 0.25 * 1.0 + 0.15 * 1.0 = 0.89
few-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast),N/A,Involved in actin cytoskeleton organization and endocytosis. It regulates actin polymerization and plays a role in the formation of clathrin-coated vesicles during endocytosis.,"Pan1p, Sla1p, End3p","PAN1, SLA1, END3",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae,N/A,"Involved in the process of endocytosis and actin cytoskeleton organization. It is required for normal actin cytoskeleton organization, cell morphology, and endocytosis.",Actin cytoskeleton-regulatory complex protein PAN1,PAN1,(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,AMPK complex (AMP-activated protein kinase complex),Homo sapiens (Human),"Mus musculus (Mouse), Caenorhabditis elegans, Drosophila melanogaster, Saccharomyces cerevisiae","AMPK is a central regulator of cellular energy homeostasis. It is activated in response to stresses that deplete cellular ATP supplies such as low glucose, hypoxia, ischemia, and heat shock. AMPK regulates the activities of a number of key metabolic enzymes through phosphorylation. By switching on catabolic pathways and switching off ATP-consuming processes, AMPK activation conserves cellular energy.",1. PRKAA1 (Protein kinase AMP-activated catalytic subunit alpha 1); 2. PRKAA2 (Protein kinase AMP-activated catalytic subunit alpha 2); 3. PRKAB1 (Protein kinase AMP-activated non-catalytic subunit beta 1); 4. PRKAB2 (Protein kinase AMP-activated non-catalytic subunit beta 2); 5. PRKAG1 (Protein kinase AMP-activated non-catalytic subunit gamma 1); 6. PRKAG2 (Protein kinase AMP-activated non-catalytic subunit gamma 2); 7. PRKAG3 (Protein kinase AMP-activated non-catalytic subunit gamma 3),1. PRKAA1; 2. PRKAA2; 3. PRKAB1; 4. PRKAB2; 5. PRKAG1; 6. PRKAG2; 7. PRKAG3,0.3 (consistency) + 0.3 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 1.00
few-shot,AMPK complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae",AMPK (AMP-activated protein kinase) is a key energy sensor that regulates cellular energy homeostasis. It is activated in response to low cellular energy levels (high AMP/ATP ratio) and stimulates catabolic pathways while inhibiting anabolic processes to restore energy balance.,"Protein kinase AMP-activated catalytic subunit alpha 1, Protein kinase AMP-activated non-catalytic subunit beta 1, Protein kinase AMP-activated non-catalytic subunit gamma 1","PRKAA1, PRKAB1, PRKAG1",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.3 + 0.25 + 0.12 = **0.955**
contextual,AMPK complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae",AMPK is a central cellular energy sensor and regulator of energy homeostasis. It is activated under conditions of low energy (increased AMP/ATP ratio) and promotes catabolic pathways while inhibiting anabolic processes to restore energy balance.,"Protein kinase AMP-activated catalytic subunit alpha 1, Protein kinase AMP-activated non-catalytic subunit beta 1, Protein kinase AMP-activated non-catalytic subunit gamma 1","PRKAA1, PRKAB1, PRKAG1",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.3 + 0.25 + 0.12 = **0.955**
zero-shot,Augmin complex,Drosophila melanogaster,"The Augmin complex is also found in humans and other vertebrates, where it is known as the HAUS (Homologous to Augmin Subunits) complex.","The Augmin complex is involved in microtubule generation within the mitotic spindle. It recruits γ-tubulin to pre-existing microtubules, promoting microtubule nucleation and increasing microtubule density within the spindle apparatus. This is crucial for proper spindle assembly and chromosome segregation during cell division.",1. Dgt2 (Dim γ-tubulin 2); 2. Dgt3 (Dim γ-tubulin 3); 3. Dgt4 (Dim γ-tubulin 4); 4. Dgt5 (Dim γ-tubulin 5); 5. Dgt6 (Dim γ-tubulin 6); 6. Msd1 (Mitotic spindle density 1); 7. Msd5 (Mitotic spindle density 5); 8. Wac (Wee Augmin),1. dgt2; 2. dgt3; 3. dgt4; 4. dgt5; 5. dgt6; 6. msd1; 7. msd5; 8. wac,0.3 (consistency) + 0.25 (experimental data) + 0.2 (protein-gene mapping) + 0.15 (organism specificity) = 0.90
few-shot,Augmin complex,Drosophila melanogaster,"Human, Xenopus, Arabidopsis thaliana","The augmin complex is essential for microtubule-dependent microtubule nucleation and spindle assembly. It recruits γ-tubulin to pre-existing microtubules, promoting microtubule nucleation and increasing microtubule density within the mitotic spindle.","Dgt2, Dgt3, Dgt4, Dgt5, Dgt6, Wac, Dgt7, Dgt8","dgt2, dgt3, dgt4, dgt5, dgt6, wac, dgt7, dgt8",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.285 + 0.25 + 0.135 = **0.955**
contextual,Augmin complex,Drosophila melanogaster,"Human, Mouse","The augmin complex is a critical component of the mitotic spindle, responsible for microtubule generation within the spindle and spindle microtubule amplification. It is essential for spindle assembly, centrosome integrity, and chromosome alignment during cell division.","Dgt2 (Dim γ-tubulin 2), Dgt3 (Dim γ-tubulin 3), Dgt4 (Dim γ-tubulin 4), Dgt5 (Dim γ-tubulin 5), Dgt6 (Dim γ-tubulin 6), Wac (Wee Augmin), Msd1 (Mitotic spindle density 1), Msd5 (Mitotic spindle density 5)","dgt2, dgt3, dgt4, dgt5, dgt6, wac, msd1, msd5",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.27 + 0.25 + 0.12 = **0.925**
zero-shot,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,"The Myb-MuvB complex is also found in humans and mice, where it is known as the DREAM (DP, RB-like, E2F, and MuvB) complex.","The Myb-MuvB complex is a transcriptional activator that regulates gene expression during the cell cycle, particularly in the G2/M phase. It plays a crucial role in cell cycle progression and cell proliferation.",1. Myb; 2. Mip120; 3. Mip130; 4. p55CAF1; 5. Mip40; 6. Caf1-105,1. Myb; 2. mip120; 3. mip130; 4. Caf1-55; 5. mip40; 6. Caf1-105,0.3 * 0.8 + 0.3 * 0.7 + 0.25 * 0.9 + 0.15 * 1.0 = 0.24 + 0.21 + 0.225 + 0.15 = 0.825
few-shot,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,"Human, Mouse",The Myb-MuvB (MMB) complex is a master regulator of genes required for mitotic progression. It activates late cell cycle genes and is essential for proper cell cycle progression and genome stability.,"Myb oncogene-like, Mip120, Mip130, p55, Rbf2, Mip40, Caf1-55, Dp, E2f2","Myb, mip120, mip130, Caf1-55, Rbf2, mip40, Caf1-55, Dp, E2f2",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
contextual,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,"Human, Mouse","The Myb-MuvB complex is a transcriptional regulator that plays a crucial role in controlling cell cycle progression, particularly in activating genes required for the G2/M phase transition and mitosis.","Myb, Mip120, Mip130, p55, Caf1, Rbf1, Rbf2, E2f2, DP","Myb, mip120, mip130, Caf1-55, Caf1-105, Rbf, Rbf2, E2f2, Dp",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
zero-shot,CORVET tethering complex,Saccharomyces cerevisiae (budding yeast),"The CORVET complex is also found in other organisms, including Homo sapiens (humans), Mus musculus (mouse), Caenorhabditis elegans, and Drosophila melanogaster. However, the complex is most extensively studied in Saccharomyces cerevisiae.",The CORVET (class C core vacuole/endosome tethering) complex is involved in endosome-endosome fusion and the biogenesis of the vacuole/lysosome. It acts as a tethering factor that facilitates the fusion of early endosomes and their maturation into late endosomes.,1. Vps3; 2. Vps8; 3. Vps11; 4. Vps16; 5. Vps18; 6. Vps33,1. VPS3; 2. VPS8; 3. VPS11; 4. VPS16; 5. VPS18; 6. VPS33,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.27 + 0.24 + 0.25 + 0.15 = 0.91
few-shot,CORVET tethering complex,Saccharomyces cerevisiae (budding yeast),N/A,The CORVET (class C core vacuole/endosome tethering) complex is involved in endosome-endosome fusion and the biogenesis of the vacuole/lysosome. It is a multisubunit tethering complex that cooperates with Rab GTPases and SNARE proteins to facilitate membrane tethering and fusion.,"Vacuolar protein sorting-associated protein 3 (Vps3), Vacuolar protein sorting-associated protein 8 (Vps8), Vacuolar protein sorting-associated protein 11 (Vps11), Vacuolar protein sorting-associated protein 16 (Vps16), Vacuolar protein sorting-associated protein 18 (Vps18), Vacuolar protein sorting-associated protein 33 (Vps33)","VPS3, VPS8, VPS11, VPS16, VPS18, VPS33",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,CORVET tethering complex,Saccharomyces cerevisiae (budding yeast),"The CORVET complex is specific to Saccharomyces cerevisiae, but a similar complex called HOPS (homotypic fusion and vacuole protein sorting) is found in other organisms, including humans.",The CORVET (class C core vacuole/endosome tethering) complex is involved in endosome-endosome fusion and the biogenesis of the vacuole/lysosome. It is a multisubunit tethering complex that mediates the initial recognition and attachment between a transport vesicle and its target membrane.,"Vacuolar protein sorting-associated protein 3 (Vps3), Vacuolar protein sorting-associated protein 8 (Vps8), Vacuolar protein sorting-associated protein 11 (Vps11), Vacuolar protein sorting-associated protein 16 (Vps16), Vacuolar protein sorting-associated protein 18 (Vps18), Vacuolar protein sorting-associated protein 33 (Vps33)","VPS3, VPS8, VPS11, VPS16, VPS18, VPS33",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,Sodium leak channel non-selective protein (NALCN) complex,Homo sapiens (Human),Mus musculus (Mouse),"The NALCN complex forms a voltage-independent, nonselective cation channel that is responsible for the sodium leak conductance in neurons. It contributes to the resting membrane potential and neuronal excitability.",1. Sodium leak channel non-selective protein (NALCN); 2. UNC80; 3. UNC79; 4. FAM155A; 5. FAM155B,1. NALCN; 2. UNC80; 3. UNC79; 4. FAM155A; 5. FAM155B,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 0.95) + (0.15 * 1.0) = 0.27 + 0.24 + 0.2375 + 0.15 = 0.8875
few-shot,Sodium leak channel complex,Drosophila melanogaster,"Human, Mouse, C. elegans",Voltage-gated ion channel responsible for the depolarizing sodium (Na+) leak currents that determine resting Na(+) permeability and control neuronal excitability. Functions downstream of the molecular circadian clock in pacemaker neurons to promote behavioral rhythmicity.,"Protein unc-80 homolog, Narrow abdomen, Uncoordinated 79","unc80, na, unc79",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
contextual,Sodium leak channel complex,Human,"Mouse, Drosophila melanogaster, C. elegans","Allows a small amount of sodium ions to ""leak"" into neurons, helping establish the resting membrane potential and regulate neuronal excitability. Plays a role in circadian rhythm and sleep behavior.","Sodium leak channel non-selective protein (NALCN), UNC80, UNC79","NALCN, UNC80, UNC79",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.255 + 0.25 + 0.12 = **0.91**
zero-shot,Atg1 protein kinase complex,Saccharomyces cerevisiae (budding yeast),"The Atg1 protein kinase complex is conserved in other organisms, including:","The Atg1 protein kinase complex plays a crucial role in the initiation and regulation of autophagy, a cellular process that degrades and recycles cellular components during nutrient starvation or stress conditions. The complex is involved in the formation of the pre-autophagosomal structure (PAS) and the regulation of the autophagy pathway.",The Atg1 protein kinase complex in Saccharomyces cerevisiae consists of the following proteins:,The corresponding genes for the proteins in the Atg1 protein kinase complex in Saccharomyces cerevisiae are:,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.27 + 0.24 + 0.25 + 0.15 = 0.91
few-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae (budding yeast),N/A,"The ATG1 protein kinase complex is involved in the induction of autophagy, a cellular process that degrades and recycles cytoplasmic components. It acts as a regulator of the autophagy process by integrating signals from nutrient sensors and cellular stress pathways.","Atg1p, Atg13p, Atg17p, Atg29p, Atg31p","ATG1, ATG13, ATG17, ATG29, ATG31",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,ATG1 protein kinase complex,Saccharomyces cerevisiae,N/A,Regulates the induction of autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway in response to starvation conditions. It plays a key role in integrating signals from nutrient status to initiate the autophagy process.,"Autophagy-related protein 1, Autophagy-related protein 11, Autophagy-related protein 13, Autophagy-related protein 17, Autophagy-related protein 29, Autophagy-related protein 31","ATG1, ATG11, ATG13, ATG17, ATG29, ATG31",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,NXF1-NXT1 mRNA nuclear export factor complex,Homo sapiens (Human),"Mus musculus (Mouse), Drosophila melanogaster (Fruit fly)",The NXF1-NXT1 complex plays a crucial role in the export of mRNA from the nucleus to the cytoplasm. It binds to processed mRNA and facilitates its transport through the nuclear pore complex (NPC).,1. Nuclear RNA export factor 1 (NXF1); 2. NTF2-related export protein 1 (NXT1),1. NXF1; 2. NXT1,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.81
few-shot,NXF1-NXT1 mRNA nuclear export factor complex,Human,"Saccharomyces cerevisiae, Drosophila melanogaster, C. elegans, Mouse",Mediates the nuclear export of mRNA by serving as a specific receptor for nuclear mRNPs and interacting with nuclear pore complex components to guide the mRNPs through the nuclear pore.,"Nuclear RNA export factor 1, NTF2-related export protein 1","NXF1, NXT1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.255 + 0.25 + 0.135 = **0.91**
contextual,NXF1-NXT1 mRNA nuclear export factor complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae",The NXF1-NXT1 heterodimer is a key component of the mRNA nuclear export machinery. It binds to mRNA and facilitates its export from the nucleus to the cytoplasm through the nuclear pore complex.,"Nuclear RNA export factor 1, NTF2-related export protein 1","NXF1, NXT1",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.255 + 0.25 + 0.135 = **0.925**
zero-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae (budding yeast),"The MON1-CCZ1 complex is conserved in other eukaryotic organisms, including Homo sapiens (humans), Mus musculus (mouse), Caenorhabditis elegans (nematode), and Drosophila melanogaster (fruit fly).","The MON1-CCZ1 complex acts as a guanine nucleotide exchange factor (GEF) for the Rab7 GTPase, promoting the activation and recruitment of Rab7 to late endosomes and vacuoles. This complex plays a crucial role in endosome-to-vacuole trafficking and vacuole biogenesis.",1. MON1 (Monensin sensitivity protein 1); 2. CCZ1 (Calcium caffeine zinc sensitivity protein 1),1. MON1; 2. CCZ1,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.27 + 0.24 + 0.25 + 0.15 = 0.91
few-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,N/A,"The MON1-CCZ1 complex acts as a guanine nucleotide exchange factor (GEF) for the Rab GTPase Ypt7p, which is required for fusion of late endosomes and autophagosomes with the vacuole. It is also involved in the cytoplasm-to-vacuole targeting (Cvt) pathway and autophagy.","Vacuolar fusion protein MON1, Vacuolar fusion protein CCZ1","MON1, CCZ1",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, Drosophila melanogaster","The MON1-CCZ1 complex acts as a guanine nucleotide exchange factor (GEF) for the small GTPase Ypt7p (or Rab7 in mammals), which is involved in the tethering and fusion of late endosomes and vacuoles (or lysosomes in mammals). This complex is essential for the maturation of endosomes and the biogenesis of vacuoles.","Vacuolar fusion protein MON1, Vacuolar fusion protein CCZ1","MON1, CCZ1",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.255 + 0.25 + 0.135 = **0.925**
zero-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,Not applicable,The HipHop-HOAP complex plays a crucial role in protecting telomeres from degradation and fusion by capping the telomeric ends of chromosomes. It is essential for maintaining genome stability and preventing telomere dysfunction.,1. HP1-HOAP-interacting protein (HipHop); 2. HP1/ORC-associated protein (HOAP),1. hiphop (CG6874); 2. caravaggio (cav) (CG6453),0.3 * 0.8 + 0.3 * 0.9 + 0.25 * 1.0 + 0.15 * 1.0 = 0.81
few-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,N/A,"Protects telomeres from end-to-end fusion and degradation, maintaining genomic stability. It binds to the single-stranded G-rich overhang at the telomere ends and prevents the recognition of the chromosome ends as double-strand breaks.","HP1-HOAP-interacting protein, HP1/ORC-associated protein","hiphop, cav",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,N/A,"Binds specifically to telomeres, protecting chromosome ends from end-to-end fusion and degradation. It is essential for telomere stability and integrity in Drosophila melanogaster.","HP1-HOAP-interacting protein, HP1/ORC-associated protein","hiphop, cav",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**
zero-shot,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans (C. elegans),Homologs of the proteins in this complex are found in humans (AF10 and DOT1L) and Drosophila melanogaster (Alhambra and Grappa).,"The ZFP-1(AF10)/DOT-1 complex is involved in histone H3K79 methylation, which plays a role in transcriptional regulation and the maintenance of genomic stability.",1. ZFP-1 (Zinc Finger Protein 1); 2. DOT-1 (Disruptor Of Telomeric silencing 1),1. zfp-1; 2. dot-1,0.3 * 0.8 + 0.3 * 0.7 + 0.25 * 0.9 + 0.15 * 1.0 = 0.815
few-shot,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans (C. elegans),N/A,"The ZFP-1(AF10)/DOT-1 complex is involved in histone H3K79 methylation, which plays a role in transcriptional regulation and the maintenance of embryonic stem cell pluripotency.","Zinc finger protein 1, Histone-lysine N-methyltransferase, H3 lysine-79 specific","zfp-1, dot-1.1",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans (C. elegans),N/A,"The ZFP-1(AF10)/DOT-1 complex is involved in histone H3K79 methylation, which plays a role in transcriptional regulation and the maintenance of embryonic stem cell pluripotency. ZFP-1 acts as a substrate recognition subunit that recruits DOT-1 to chromatin, allowing for targeted histone methylation.","Zinc finger protein 1 (ZFP-1), Histone-lysine N-methyltransferase, H3 lysine-79 specific (DOT-1)","zfp-1, dot-1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,CED-3-CED-4-MAC-1 complex,Caenorhabditis elegans (C. elegans),Not applicable (the complex is specific to C. elegans),"The CED-3-CED-4-MAC-1 complex is involved in the regulation of apoptosis (programmed cell death) in C. elegans. CED-4 acts as an activator of CED-3, which is a caspase that executes apoptosis. MAC-1 is a negative regulator of apoptosis that binds to CED-4 and inhibits its ability to activate CED-3.",1. CED-3 (CEll Death abnormality 3); 2. CED-4 (CEll Death abnormality 4); 3. MAC-1 (Metal Active Cassette 1),1. ced-3; 2. ced-4; 3. mac-1,(0.3 * 0.8) + (0.3 * 0.7) + (0.25 * 0.9) + (0.15 * 1.0) = 0.24 + 0.21 + 0.225 + 0.15 = 0.825
