Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,NALCN Sodium Leak Channel Complex,Homo sapiens,Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,Provides a voltage‑independent background Na⁺ conductance that sets the resting membrane potential and regulates neuronal excitability; respiratory rhythm; and circadian behaviors.,• NALCN (Sodium Leak Channel Non‑selective); • UNC79 (Uncoordinated‑79); • UNC80 (Uncoordinated‑80); • FAM155A (Family With Sequence Similarity 155 Member A),• NALCN; • UNC79; • UNC80; • FAM155A,0.91
few-shot,Sodium leak channel complex,Drosophila melanogaster,Human; Caenorhabditis elegans,Voltage-gated ion channel that mediates a persistent depolarizing Na+ leak current to set resting Na+ permeability and regulate neuronal excitability. In Drosophila pacemaker neurons; it acts downstream of the molecular circadian clock to drive behavioral rhythmicity.,Sodium leak channel protein NALCN (Narrow abdomen); Uncoordinated-79; Uncoordinated-80,na; unc79; unc80,0.94
contextual,Sodium leak channel complex,Drosophila melanogaster,Human; Mouse; C. elegans,Voltage-gated ion channel responsible for the depolarizing sodium (Na⁺) leak currents that determine resting Na⁺ permeability and control neuronal excitability. Functions downstream of the molecular circadian clock in pacemaker neurons to promote behavioral rhythmicity.,Protein unc-80 homolog; Narrow abdomen (NALCN) isoform F; Uncoordinated 79 homolog,unc80; na; unc79,0.925
zero-shot,Atg1 kinase complex,Saccharomyces cerevisiae,Homo sapiens (ULK1 complex); Mus musculus (ULK1 complex); Drosophila melanogaster (Atg1 complex); Caenorhabditis elegans (UNC-51 complex),Initiates macroautophagy by recruiting and phosphorylating downstream autophagy machinery at the phagophore assembly site (PAS) under starvation; regulates autophagosome biogenesis and size.,Atg1 (serine/threonine kinase); Atg13 (regulatory subunit); Atg17 (scaffold for complex assembly); Atg29 (stabilizes Atg17–Atg31 interaction); Atg31 (stabilizes Atg17 dimerization),ATG1 (YDR372W); ATG13 (YHR027C); ATG17 (YMR037C); ATG29 (YML109W); ATG31 (YMR336W),0.97
few-shot,Atg1 kinase complex',Saccharomyces cerevisiae',Human (ULK1/2 complex); Mouse (ULK1/2 complex); Caenorhabditis elegans (UNC‑51 complex); Drosophila melanogaster (Atg1 complex)',Initiation of autophagy; nucleation of the pre‑autophagosomal structure and phosphorylation of downstream Atg proteins in response to nutrient starvation.',Atg1; Atg13; Atg17; Atg29; Atg31',ATG1; ATG13; ATG17; ATG29; ATG31',0.955
contextual,Atg1 protein kinase complex,Saccharomyces cerevisiae,Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans (via orthologous ULK1 complexes),Initiates autophagy by phosphorylating downstream Atg proteins and organizing the phagophore assembly site (PAS) for autophagosome formation.,Atg1; Atg13; Atg17; Atg29; Atg31,ATG1; ATG13; ATG17; ATG29; ATG31,0.955
zero-shot,NXF1–NXT1 mRNA nuclear export factor complex,Homo sapiens,Mus musculus; Drosophila melanogaster; Caenorhabditis elegans; Saccharomyces cerevisiae,Forms a heterodimeric export receptor that binds bulk poly(A)+ mRNA in the nucleus; interacts with FG‐repeat nucleoporins of the nuclear pore complex; and mediates ATP‐independent translocation of transcripts into the cytoplasm.,• NXF1 (nuclear RNA export factor 1); • NXT1 (nuclear transport factor 2‑like export factor 1),• NXF1 → NXF1; • NXT1 → NXT1,1.00
few-shot,NXF1‑NXT1 mRNA nuclear export factor complex',Human',Mouse; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae',Binds processed mRNAs and mediates their interaction with the nuclear pore complex to export mature mRNA transcripts from the nucleus to the cytoplasm.',Nuclear RNA export factor 1 (NXF1); Nuclear transport factor 2‑like export factor 1 (NXT1)',NXF1; NXT1',0.955
contextual,NXF1‑NXT1 mRNA nuclear export factor complex',Human',Mouse; Drosophila melanogaster; Caenorhabditis elegans; Saccharomyces cerevisiae',Principal mRNA nuclear export receptor that forms a heterodimer to bind processed mRNA and interact with FG‐nucleoporins; facilitating transport through the nuclear pore complex.',Nuclear export factor 1 (NXF1; also known as TAP); Nuclear export factor NXT1 (NXT1; also known as p15)',NXF1; NXT1',0.955
zero-shot,MON1–CCZ1 guanyl-nucleotide exchange factor complex,Homo sapiens,Mus musculus; Saccharomyces cerevisiae; Caenorhabditis elegans; Drosophila melanogaster,Catalyzes GDP-to-GTP exchange on Rab7; driving late endosome maturation and endolysosomal trafficking,MON1A; CCZ1,MON1A; CCZ1,0.88
few-shot,Mon1p–Ccz1p guanyl-nucleotide exchange factor complex',Saccharomyces cerevisiae',Human (MON1A–CCZ1; MON1B–CCZ1); Mouse; Caenorhabditis elegans; Drosophila melanogaster',Acts as the Ypt7 (Rab7)–specific guanine nucleotide exchange factor on late endosomes and vacuoles; catalyzing GDP/GTP exchange to drive endosomal maturation and autophagy in yeast.',Mon1p (UniProt Q06048; YLR283W); Ccz1p (UniProt P53081; YDL013C)',MON1; CCZ1',0.94
contextual,Mon1–Ccz1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,Human; Mouse; Caenorhabditis elegans; Drosophila melanogaster,In Saccharomyces cerevisiae; the Mon1–Ccz1 complex acts as the specific GEF for the Rab7 homolog Ypt7; driving GDP-to-GTP exchange on Ypt7 and thereby promoting late endosome maturation and vacuole fusion.,Mon1; Ccz1,MON1; CCZ1,0.97
zero-shot,HipHop–HOAP telomere‑capping complex,Drosophila melanogaster,Not detected in Human; Mouse; Caenorhabditis elegans; or Saccharomyces cerevisiae.,Protects chromosome ends by capping telomeres to prevent recognition as DNA breaks and inhibit end‑to‑end fusions.,• HOAP (Heterochromatin Protein 1/ORC‑associated Protein); • HipHop (HP1/HOAP‑interacting Protein),• caravaggio (cav) → encodes HOAP; • hiphop → encodes HipHop,0.94
few-shot,HipHop-HOAP telomere‑capping complex,Drosophila melanogaster,N/A,Provides end‑protection of Drosophila chromosome termini by capping telomeric DNA; thereby preventing activation of the DNA damage response and end‑to‑end chromosome fusions.,HipHop (HP1/ORC‑interacting telomeric protein); HOAP (HP1/ORC‑associated protein),hiphop; cav (caravaggio),0.94
contextual,HipHop‑HOAP telomere‑capping complex,Drosophila melanogaster,N/A,In Drosophila melanogaster; this heterodimer binds telomeric retrotransposon arrays at chromosome ends; preventing end‑to‑end fusions in a telomerase‑independent manner.,HP1/ORC‑Associated Protein (HOAP); Heterochromatin Protein 1‑interacting Protein (HipHop),caravaggio (cav); hiphop,0.955
zero-shot,ZFP‑1(AF10)/DOT‑1 complex,Caenorhabditis elegans,Homo sapiens (AF10/DOT1L); Mus musculus (Af10/Dot1l),Recruitment of the H3K79 methyltransferase DOT‑1.1 by the zinc‑finger transcription factor ZFP‑1 to mediate H3K79 mono‑ and di‑methylation at target gene promoters; regulating transcriptional output and preventing aberrant gene expression in C. elegans.,• ZFP‑1 (zinc finger protein 1); • DOT‑1.1 (disruptor of telomeric silencing 1‑like),• zfp-1 (wormbase ID: ZK1127.4); • dot-1.1 (wormbase ID: F54D12.1),0.8825
few-shot,ZFP-1(AF10)/DOT-1 complex',Caenorhabditis elegans',Human; Mouse',A histone H3K79 methyltransferase complex that binds chromatin to regulate gene transcription; developmental programs and stress-response pathways in C. elegans.',Zinc finger protein 1 (ZFP‑1); Histone‑lysine N‑methyltransferase DOT1‑like (DOT‑1.1)',zfp‑1; dot‑1.1',0.91
contextual,ZFP‑1/DOT‑1 complex,Caenorhabditis elegans,Human; Mouse,A chromatin‑modifying assembly that mediates H3K79 methylation at target loci to regulate developmental gene expression and RNA polymerase II progression.,ZFP‑1; DOT‑1.1,zfp‑1; dot‑1.1,0.9125
zero-shot,CED‑3/CED‑4 apoptosome (no MAC‑1 component has been described),Caenorhabditis elegans,None (the exact CED‑3–CED‑4 complex is unique to C. elegans; homologous apoptosomes occur in human and mouse as Apaf‑1/caspase‑9 but do not use CED‑3 or CED‑4),Assembly of CED‑4 oligomers recruits and activates the CED‑3 caspase to execute programmed cell death in C. elegans.,• CED‑4; • CED‑3,• ced-4 (WBGene00000552); • ced-3 (WBGene00001107),0.95
few-shot,CED-3–CED-4–MAC-1 complex,Caenorhabditis elegans,N/A,A proposed C. elegans–specific assembly in which the apoptotic effector protease CED‑3 is activated by its adaptor CED‑4 and potentially coordinated with the phagocytic receptor MAC‑1 to couple caspase activation to corpse recognition and engulfment.,• CED‑3 (caspase family cysteine protease); • CED‑4 (Apaf‑1–like apoptotic adaptor); • MAC‑1 (a putative phagocytic receptor–like protein),ced-3; ced-4; mac-1,0.15
contextual,CED-3–CED-4–MAC‑1 complex,Caenorhabditis elegans,N/A,Proposed assembly linking the core apoptotic machinery (CED‑4–mediated activation of the CED‑3 caspase) with the putative scaffold protein MAC‑1 in Caenorhabditis elegans. No direct biochemical or structural data exist demonstrating MAC‑1s incorporation into the canonical CED‑4–CED‑3 apoptosome.,• CED‑3 (caspase homolog); • CED‑4 (Apaf‑1 homolog); • MAC‑1 (uncharacterized scaffolding protein),ced-3; ced-4; mac-1,0.305
zero-shot,Nuclear mitotic cohesin complex,Homo sapiens,Mus musculus; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,Establishes and maintains sister chromatid cohesion from S phase through mitosis; ensuring accurate chromosome alignment; segregation; and participation in DNA repair.,SMC1A; SMC3; RAD21; STAG1; STAG2,SMC1A; SMC3; RAD21; STAG1; STAG2,0.91
few-shot,Nuclear mitotic cohesin complex,Saccharomyces cerevisiae,Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans,Mediates sister chromatid cohesion from S phase until anaphase; ensuring accurate chromosome segregation; also contributes to DNA repair and transcriptional regulation.,Structural maintenance of chromosomes protein 1 (Smc1); Structural maintenance of chromosomes protein 3 (Smc3); Sister chromatid cohesion protein SCC1 (Mcd1/Rad21 homolog); Cohesin complex subunit SCC3 (Irr1),SMC1; SMC3; SCC1; SCC3,0.985
contextual,Nuclear mitotic cohesin complex,Human,Mouse; Drosophila melanogaster; Caenorhabditis elegans; Saccharomyces cerevisiae,Mediates sister chromatid cohesion from S phase until anaphase to ensure accurate chromosome alignment and segregation during mitosis; also contributes to DNA repair and higher‑order chromatin organization.,Structural maintenance of chromosomes protein 1A (SMC1A); Structural maintenance of chromosomes protein 3 (SMC3); Cohesin subunit Rad21 (RAD21); Stromal antigen 1 (STAG1); Stromal antigen 2 (STAG2),SMC1A; SMC3; RAD21; STAG1; STAG2,0.97
zero-shot,'Akt-1/Akt-2/SGK-1 protein kinase complex,'Caenorhabditis elegans,'None,'Mediates insulin/IGF-1–like signaling by phosphorylating and inhibiting the DAF-16/FOXO transcription factor; thereby regulating longevity; stress resistance and metabolism in C. elegans.,'AKT-1; AKT-2; SGK-1,'akt-1 (F55H10.2); akt-2 (T12B5.3); sgk-1 (F54C8.2),0.75
few-shot,AKT-1/AKT-2/SGK-1 complex,Caenorhabditis elegans,Human (AKT1; AKT2; SGK1); Mouse (Akt1; Akt2; Sgk1),A core effector module of the C. elegans insulin/IGF‑1–like signaling (IIS) pathway that phosphorylates and inhibits the FOXO transcription factor DAF‑16; thereby regulating development; metabolism; stress resistance and longevity.,Serine/threonine‑protein kinase AKT‑1; Serine/threonine‑protein kinase AKT‑2; Serine/threonine‑protein kinase SGK‑1,akt‑1; akt‑2; sgk‑1,0.88
contextual,Atk-1/Akt-2/Sgk-1 protein kinase complex',Caenorhabditis elegans',N/A',A trimeric assembly of AGC‐family serine/threonine kinases that cooperatively phosphorylate and inhibit the FOXO transcription factor DAF‑16; thereby regulating lifespan; stress responses; metabolism and developmental decisions downstream of insulin/IGF‑1 signaling in C. elegans.',AKT-1; AKT-2; SGK-1',akt-1; akt-2; sgk-1',0.685
zero-shot,RB1‑E2F1‑TFDP1 transcription repressor complex,Human (Homo sapiens),Mouse (Mus musculus); Drosophila melanogaster; Caenorhabditis elegans,Inhibits transcription of E2F‑responsive genes at the G1/S boundary by RB1 binding to E2F1–TFDP1; recruiting chromatin‑remodeling factors and blocking DNA‑binding of the E2F1/TFDP1 heterodimer,• RB1 (Retinoblastoma protein); • E2F1 (E2F transcription factor 1); • TFDP1 (Transcription factor Dp‑1),• RB1; • E2F1; • TFDP1,1.00
few-shot,RB1–E2F1–TFDP1 transcription repressor complex,Human,Mouse; Drosophila melanogaster,Binds E2F-responsive promoters in G1 to repress transcription of genes required for S‑phase entry; recruits histone deacetylases and chromatin remodelers to establish a repressive chromatin state and inhibit cell‑cycle progression at the G1/S transition.,Retinoblastoma-associated protein (pRB); Transcription factor E2F1; Transcription factor DP‑1 (TFDP1),RB1; E2F1; TFDP1,0.94
contextual,RB1-E2F1-TFDP1 transcription repressor complex,Human,Mouse; Drosophila melanogaster; Caenorhabditis elegans,In human cells; hypophosphorylated RB1 binds E2F1–TFDP1 heterodimers at E2F-responsive promoters during G₁; recruiting chromatin modifiers to repress transcription of S‑phase genes and thus regulate G₁/S progression.,Retinoblastoma‑associated protein (RB1); Transcription factor E2F1; Transcription factor Dp‑1 (TFDP1),RB1; E2F1; TFDP1,0.979
zero-shot,PETISCO (PID‑1 variant),Caenorhabditis elegans,Not identified in Human; Mouse; Drosophila melanogaster or Saccharomyces cerevisiae,Facilitates 21U‑RNA (piRNA) precursor stabilization and 5′-end processing in the C. elegans germline,IFE‑3; ERH‑2; PID‑3; PID‑1,ife‑3; erh‑2; pid‑3; pid‑1,0.85
few-shot,PETISCO (PID-1 variant),Caenorhabditis elegans,N/A,Facilitates 21U‑RNA (piRNA) precursor recognition and early processing in the C. elegans germline by binding capped piRNA precursors and recruiting downstream maturation factors.,ERH‑2 (Enhancer of rudimentary homolog 2); PID‑3 (Piwi‑interacting defective protein 3); IFE‑3 (eIF4E‑like translation initiation factor); TOFU‑6 (Tudor‑domain protein); PID‑1 (Piwi‑interacting defective protein 1),erh‑2; pid‑3; ife‑3; tofu‑6; pid‑1,0.94
contextual,PETISCO (PID-1 variant),Caenorhabditis elegans,N/A,Facilitates 21U‑RNA (piRNA) precursor 5′‑end processing during embryonic germline development.,IFE‑3 (eIF4E homolog); TOFU‑6 (Tudor‑domain protein); PID‑3; ERH‑2 (Enhancer of rudimentary homolog 2); PID‑1,ife‑3; tofu‑6; pid‑3; erh‑2; pid‑1,0.895
zero-shot,PETISCO (TOST-1 variant),Caenorhabditis elegans,None,Facilitates the biogenesis and 3′-end maturation of 21U-RNAs (piRNAs) in the C. elegans germline by recruiting and processing pre–piRNA transcripts.,• PICS‑1; • ERH‑2; • PID‑3; • TOST‑1,• pics‑1; • erh‑2; • pid‑3; • tost‑1,0.89
few-shot,PETISCO (TOST-1 variant),Caenorhabditis elegans,N/A,Mediates 3′-end maturation of small nuclear RNAs (snRNAs) in the C. elegans germline by recruiting RNA-processing factors for precise trimming.,TOST-1; PID-3; IFE-3; ERH-2; TOFU-6,tost-1; pid-3; ife-3; erh-2; tofu-6,0.15
contextual,PETISCO (TOST‑1 variant),C. elegans,N/A,The TOST‑1–containing PETISCO complex in Caenorhabditis elegans is required for proper early embryonic development. It promotes the 3′‑end processing and stability of specific RNA precursors during the first cell divisions; a function that is distinct from the PID‑1 variant of PETISCO; which mediates piRNA biogenesis.,• TOFU‑6; • PID‑3; • ERH‑2; • IFE‑3; • TOST‑1,• tofu‑6; • pid‑3; • erh‑2; • ife‑3; • tost‑1,0.9275
zero-shot,Ndc80 complex,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,A four‑subunit outer kinetochore assembly that binds spindle microtubules; mediating stable kinetochore–microtubule attachments; tension sensing; and accurate chromosome segregation during mitosis.,• Ndc80; • Nuf2; • Spc24; • Spc25,• NDC80; • NUF2; • SPC24; • SPC25,1.00
few-shot,Ndc80 complex',Human',Mouse; C. elegans; Drosophila melanogaster; Saccharomyces cerevisiae',The Ndc80 complex is a core component of the outer kinetochore that directly binds spindle microtubules to drive chromosome alignment and segregation during mitosis.',NDC80 (Hec1); NUF2; SPC24; SPC25',NDC80; NUF2; SPC24; SPC25',0.955
contextual,Ndc80 complex,Saccharomyces cerevisiae,Human; Mouse; C. elegans; Drosophila melanogaster,Core kinetochore complex that mediates end-on attachment of microtubules to centromeres and stabilizes spindle–chromosome interactions during mitosis.,Ndc80; Nuf2; Spc24; Spc25,NDC80; NUF2; SPC24; SPC25,0.955
zero-shot,Kinetochore Mis12 complex,Homo sapiens,Mus musculus; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,Serves as a core connector between the inner centromere-proximal CENP‑A nucleosome/CENP‑C platform and outer kinetochore assemblies (including the Ndc80 and Knl1 complexes); essential for proper microtubule attachment and spindle checkpoint signaling.,• MIS12 (Mis12); • DSN1 (Dsn1); • NNF1 (Nnf1); • NSL1 (Nsl1),• MIS12; • DSN1; • NNF1; • NSL1,0.8725
few-shot,Kinetochore Mis12 complex,Human (Homo sapiens),Mouse (Mus musculus); Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae,A core outer‐kinetochore assembly that bridges centromeric chromatin (via the CENP‐C network) to the Ndc80 complex and spindle microtubules; essential for accurate chromosome alignment and segregation during mitosis.,MIS12 (Mis12 homolog); DSN1 (Dsn1 homolog); NSL1 (Nsl1 homolog); PMF1 (Protein associated with Myb‑like family; subunit 1),MIS12; DSN1; NSL1; PMF1,0.955
contextual,Kinetochore Mis12 complex,Human,Mouse; Drosophila melanogaster; Caenorhabditis elegans; Saccharomyces cerevisiae,A core component of the KMN (KNL1–Mis12–Ndc80) network at the centromere–kinetochore interface. It links inner centromeric chromatin (via CCAN subunits) to the microtubule‑binding Ndc80 complex; thereby ensuring correct kinetochore assembly and stable microtubule attachments during mitosis.,Mis12 (Mis12 kinetochore protein); Dsn1 (Mis12 complex subunit Dsn1); Nsl1 (Nuclear scaffold protein 1); Nnf1 (NNF1 homolog),MIS12; DSN1; NSL1; NNF1,0.955
zero-shot,THO complex,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,Coupling of transcription elongation to mRNA processing/export and maintenance of genome stability,Hpr1; Tho2; Mft1; Thp2; Tex1,HPR1; THO2; MFT1; THP2; TEX1,0.925
few-shot,THO complex',Saccharomyces cerevisiae',Human; Mouse; Caenorhabditis elegans; Drosophila melanogaster',Couples transcription elongation with mRNA export and genome stability by preventing R‐loop formation during nascent transcript processing.',Transcription elongation factor THO subunit 1 (Hpr1); Transcription elongation factor THO subunit 2 (Tho2); mRNA export factor Mft1; Transcription elongation factor Thp2; Transcription elongation factor Tex1',HPR1; THO2; MFT1; THP2; TEX1',0.955
contextual,THO complex,Saccharomyces cerevisiae,Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans,A core component of the TREX assembly required for transcription elongation; mRNP biogenesis; and nuclear export of fully processed mRNAs in Saccharomyces cerevisiae.,Hpr1; Tho2; Mft1; Thp2; Tex1,HPR1; THO2; MFT1; THP2; TEX1,0.15
zero-shot,Endosomal SNARE complex Tlg2–Vti1–Tlg1–Snc2,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Drosophila melanogaster; Caenorhabditis elegans (orthologous SNAREs form a similar endosome/TGN fusion complex),Mediates SNARE‑dependent membrane fusion between endosomes and the trans‑Golgi network (TGN); essential for retrograde trafficking and endocytic recycling in yeast.,• Tlg2 (t-SNARE syntaxin family member); • Vti1 (v-SNARE/t-SNARE adaptor); • Tlg1 (t-SNARE; syntaxin‑6 homolog); • Snc2 (v-SNARE synaptobrevin homolog),• TLG2; • VTI1; • TLG1; • SNC2,0.8975
few-shot,Endosomal SNARE complex Tlg2–Vti1–Tlg1–Snc2,Saccharomyces cerevisiae,N/A,Mediates membrane fusion events in post‑Golgi and endosome-to-Golgi/plasma‑membrane retrograde trafficking. It assembles on endosomal and trans‑Golgi network membranes to drive SNARE‑dependent vesicle fusion in Saccharomyces cerevisiae.,• Tlg2p (t‑SNARE syntaxin homolog); • Vti1p (v‑SNARE partner in late Golgi/endosome fusion); • Tlg1p (t‑SNARE syntaxin‑6–like); • Snc2p (v‑SNARE synaptobrevin homolog),TLG2; VTI1; TLG1; SNC2,0.97
contextual,Tlg2-Vti1-Tlg1-Snc2 complex',Saccharomyces cerevisiae',N/A',A SNARE quartet that mediates membrane fusion between early endosomes and the trans‑Golgi network in Saccharomyces cerevisiae; driving retrograde vesicle trafficking.',Syntaxin-like Q-SNARE Tlg1; Syntaxin-like Q-SNARE Tlg2; Qb-SNARE Vti1; R-SNARE Snc2',TLG1; TLG2; VTI1; SNC2',0.925
zero-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,None of the following—Human; Mouse; C. elegans; Drosophila melanogaster—harbor a direct Ste12/Dig1/Dig2 complex ortholog.,In Saccharomyces cerevisiae; Ste12 is a sequence‐specific transcription activator of mating and filamentation genes. In the absence of pheromone signaling; Dig1 and Dig2 bind Ste12 to form a repression complex that blocks Ste12s activation domain. Upon pheromone‐stimulated MAP kinase (Fus3/Kss1) phosphorylation of Dig1/Dig2; inhibition is relieved and Ste12 drives expression of mating‐specific genes.,• Ste12 (UniProt P07248); • Dig1 (UniProt Q03243); • Dig2 (UniProt P39991),• STE12; • DIG1; • DIG2,1.00
few-shot,Ste12/Dig1/Dig2 transcription regulation complex',Saccharomyces cerevisiae',N/A',Regulates mating‐ and filamentation‐specific gene expression in response to pheromone signaling by modulating the activity of the Ste12 transcription factor through inhibitory binding of Dig1 and Dig2.',Transcription factor Ste12; Repressor Dig1 (alias Rst1); Repressor Dig2',STE12; DIG1 (RST1); DIG2',0.955
contextual,Ste12/Dig1/Dig2 transcription regulation complex',Saccharomyces cerevisiae',N/A',Regulates expression of pheromone-responsive and invasive growth genes in Saccharomyces cerevisiae by modulating Ste12 transcriptional activity; Dig1 and Dig2 serve as inhibitory cofactors.',Transcription factor Ste12; Dig1; Dig2',STE12; DIG1; DIG2',0.925
zero-shot,TRAPP II complex,Saccharomyces cerevisiae,Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans,A multi-subunit tethering complex that functions as a guanine‐nucleotide exchange factor (GEF) for the Rab GTPases Ypt31/32; regulating late Golgi maturation and post‑Golgi vesicle trafficking in Saccharomyces cerevisiae.,• Bet3; • Bet5; • Trs20; • Trs23; • Trs31; • Trs33; • Trs120; • Trs130; • Trs65; • Tca17,• BET3 (YLR023C); • BET5 (YMR045C); • TRS20 (YIL022W); • TRS23 (YMR198W); • TRS31 (YIL021W); • TRS33 (YOR202W); • TRS120 (YNL053W); • TRS130 (YKR008W); • TRS65 (YBR246W); • TCA17 (YGR046W),0.95
few-shot,TRAPP II complex,Saccharomyces cerevisiae,Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans,A multisubunit tethering complex that acts as a guanine nucleotide exchange factor (GEF) for the Rab GTPases Ypt31/32 at the late Golgi. It mediates vesicle tethering during intra-Golgi and endosome-to-Golgi transport; thereby contributing to secretion and Golgi organization.,Shared core subunits: Bet3; Bet5; Trs20; Trs23; Trs31; Trs33; TRAPP II–specific subunits: Trs120; Trs130; Trs65; Tca17,BET3; BET5; TRS20; TRS23; TRS31; TRS33; TRS120; TRS130; TRS65; TCA17,0.86
contextual,TRAPP II complex,Saccharomyces cerevisiae,Human; Mouse; Drosophila melanogaster; Caenorhabditis elegans,A multisubunit guanine nucleotide exchange factor (GEF) that activates Ypt31/32 (Rab11 homologs) to regulate late Golgi-to–plasma membrane trafficking and endosome-to–Golgi recycling in yeast.,Bet3; Bet5; Trs20; Trs23; Trs31; Trs33; Trs65; Trs120; Trs130,BET3; BET5; TRS20; TRS23; TRS31; TRS33; TRS65; TRS120; TRS130,0.9125
zero-shot,Cerebral Cavernous Malformation (CCM) complex,Human (Homo sapiens),Mouse (Mus musculus),Scaffold for endothelial cell–cell junction stability and vascular integrity; mediates Rap1 and MEKK3–KLF2/4 signaling in angiogenesis and barrier function.,• KRIT1 (CCM1); • CCM2 (malcavernin); • PDCD10 (CCM3),• KRIT1; • CCM2; • PDCD10,0.8825
few-shot,CCM1-CCM2-CCM3 complex,Human,Mouse,The Cerebral Cavernous Malformation (CCM) complex assembles KRIT1; CCM2 (Malcavernin) and PDCD10 to regulate endothelial cell–cell junction stability; actin cytoskeleton organization; RhoA/ROCK signaling and MEKK3–KLF2/4‐mediated transcription critical for vascular integrity and angiogenesis.,KRIT1 (CCM1); CCM2 (Malcavernin); PDCD10,KRIT1; CCM2; PDCD10,0.955
contextual,CCM signaling complex (CCM1–CCM2–CCM3),Human,Mouse,A heterotrimeric complex that stabilizes endothelial cell–cell junctions; regulates cytoskeletal organization and RhoA signaling; and maintains vascular integrity.,KRIT1 (CCM1); Malcavernin (CCM2); Programmed cell death protein 10 (PDCD10/CCM3),KRIT1; CCM2; PDCD10,0.955
zero-shot,mu‑Calpain complex,Homo sapiens,Mus musculus,Calcium-dependent; non‑lysosomal cysteine protease that mediates limited proteolysis of substrates involved in cytoskeletal remodeling; signal transduction; cell migration; and apoptosis upon Ca2+ binding,• CAPN1 (large; 80 kDa catalytic subunit); • CAPN4 (also known as CAPNS1; 28 kDa small regulatory subunit),CAPN1; CAPN4,0.9275
few-shot,μ-Calpain complex',Human',Mouse',A Ca2+-dependent cysteine protease that performs limited proteolysis of intracellular substrates to regulate cytoskeletal remodeling; signal transduction; cell cycle progression; and apoptosis.',Calpain-1 catalytic subunit (CAPN1; ~80 kDa); Calpain small subunit 1 (CAPNS1; ~28 kDa)',CAPN1; CAPNS1',0.92
contextual,mu‑Calpain complex,Human,Mouse,A Ca2+-dependent heterodimeric cysteine protease that; upon Ca2+ binding; undergoes autolysis and cleaves specific cytoskeletal and signaling substrates to regulate cell motility; cell cycle progression; and signal transduction.,Calpain-1 catalytic subunit (μ‑calpain large subunit); Calpain small regulatory subunit 1,CAPN1; CAPNS1,0.955
zero-shot,GINS complex,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,Essential component of the eukaryotic replicative helicase; it associates with MCM2‑7 and Cdc45 to form the CMG helicase; promoting origin firing and replication fork progression.,Sld5; Psf1; Psf2; Psf3,SLD5; PSF1; PSF2; PSF3,0.956
few-shot,GINS complex',Human',Mouse; Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae',A heterotetramer essential for the initiation and progression of eukaryotic DNA replication. GINS assembles with Cdc45 and the MCM2–7 helicase to form the CMG complex; promoting origin unwinding and replication‐fork stability.',GINS complex subunit 1 (PSF1); GINS complex subunit 2 (PSF2); GINS complex subunit 3 (PSF3); GINS complex subunit 4 (SLD5)',GINS1; GINS2; GINS3; GINS4',0.955
contextual,GINS complex,Saccharomyces cerevisiae,Human; Mouse; C. elegans; Drosophila melanogaster,Core component of the eukaryotic replicative helicase (CMG complex: Cdc45–Mcm2-7–GINS); essential for DNA unwinding during replication initiation and elongation.,Sld5; Psf1; Psf2; Psf3,SLD5; PSF1; PSF2; PSF3,0.97
zero-shot,CMG helicase complex,Saccharomyces cerevisiae,Homo sapiens; Mus musculus; Caenorhabditis elegans; Drosophila melanogaster,The replicative DNA helicase that unwinds duplex DNA at the replication fork; moving 3′→5′ to allow leading‐ and lagging‐strand synthesis.,• Cdc45; • Mcm2; • Mcm3; • Mcm4; • Mcm5; • Mcm6; • Mcm7; • Psf1; • Psf2; • Psf3; • Sld5,• CDC45; • MCM2; • MCM3; • MCM4; • MCM5; • MCM6; • MCM7; • PSF1; • PSF2; • PSF3; • SLD5,0.9125
few-shot,CMG helicase complex,Saccharomyces cerevisiae,Human; Mouse; Caenorhabditis elegans; Drosophila melanogaster,The CMG (Cdc45–Mcm2-7–GINS) complex is the active replicative helicase in budding yeast; responsible for unwinding parental duplex DNA at replication forks during S phase.,Cdc45; Mcm2; Mcm3; Mcm4; Mcm5; Mcm6; Mcm7; Psf1; Psf2; Psf3; Sld5,CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; PSF1; PSF2; PSF3; SLD5,0.955
