Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,DNA polymerase ε holoenzyme,Saccharomyces cerevisiae; 1.00,,"– Primary leading‑strand DNA polymerase during replication; – 3′→5′ exonucleolytic proofreading activity; – Interaction with the CMG helicase (Cdc45–Mcm2‑7–GINS) to ensure processivity; – Role in S‑phase checkpoint signaling; Subunit Composition:; – Pol2 (catalytic subunit; possesses polymerase and exonuclease domains); – Dpb2 (essential noncatalytic subunit; scaffolding and interaction with CMG); – Dpb3 (small histone‑fold subunit; contributes to processivity); – Dpb4 (small histone‑fold subunit; contributes to processivity); Gene ↔ Protein Mapping:; – POL2 (YBR005W) ↔ Pol2; – DPB2 (YNL310W) ↔ Dpb2; – DPB3 (YJR009C) ↔ Dpb3; – DPB4 (YDR154C) ↔ Dpb4; Presence in Other Model Organisms (among the five specified):; – Human (POLE, POLE2, POLE3, POLE4); – Mouse (Pole, Pole2, Pole3, Pole4); – Caenorhabditis elegans (poe‑1, pole‑2, pole‑3, pole‑4); – Drosophila melanogaster (PolE1, PolE2, PolE3, PolE4); Self‑Confidence Score Calculation:; Consistency across databases/sources (0.3 weight): 0.90; Supporting experimental data (0.3 weight): 0.90",0.90,,
few-shot,DNA polymerase ε (epsilon) complex,Saccharomyces cerevisiae,,"• Leading‐strand DNA synthesis during replication; • 3′→5′ exonucleolytic proofreading to ensure fidelity; • Participation in S‐phase checkpoint signaling; Proteins and Corresponding Genes:; • DNA polymerase ε catalytic subunit (Pol2) – POL2; • Accessory subunit Dpb2 – DPB2; • Accessory subunit Dpb3 – DPB3; • Accessory subunit Dpb4 – DPB4; Other Organisms (where orthologous Pol ε complexes are found):; • Homo sapiens (POLE, POLE2, POLE3, POLE4); • Mus musculus; • Drosophila melanogaster; • Caenorhabditis elegans; Self Confidence Score Calculation:; • Consistency across databases/sources (0.95 × 0.3) = 0.285; • Supporting experimental data (0.90 × 0.3) = 0.270; • Protein–gene mapping accuracy (0.95 × 0.25) = 0.2375; • Organism specificity (1.00 × 0.15) = 0.150; Total = 0.285 + 0.270 + 0.2375 + 0.150 = **0.9425**",,,
contextual,,,,,,,
zero-shot,"Golgi transport complex (GTC), also known as the Conserved Oligomeric Golgi (COG) complex",Saccharomyces cerevisiae,,Mediates intra‑Golgi retrograde vesicle tethering and fusion; essential for Golgi structural integrity and proper glycosylation,,,
few-shot,Conserved Oligomeric Golgi (COG) complex,Saccharomyces cerevisiae,"Homo sapiens, Mus musculus, Drosophila melanogaster, Caenorhabditis elegans","An eight‑subunit peripheral membrane complex at the Golgi that tethers retrograde intra‑Golgi vesicles, recycles glycosylation enzymes, and maintains Golgi structure and homeostasis.",- COG1; - COG2; - COG3; - COG4; - COG5; - COG6; - COG7; - COG8,- COG1; - COG2; - COG3; - COG4; - COG5; - COG6; - COG7; - COG8,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,"Conserved Oligomeric Golgi (COG) complex (formerly Golgi transport complex, GTC)",Saccharomyces cerevisiae,"Homo sapiens, Mus musculus, Drosophila melanogaster, Caenorhabditis elegans, Arabidopsis thaliana (complex is conserved in all major eukaryotic lineages)","An octameric tethering complex that mediates retrograde vesicular trafficking within Golgi cisternae and from endosomes back to the Golgi, essential for proper glycosylation enzyme localization and Golgi homeostasis.",• Cog1 (YGL238C); • Cog2 (YOR231W); • Cog3 (YDL183C); • Cog4 (YKR009W); • Cog5 (YGR133W); • Cog6 (YGL214W); • Cog7 (YLR244C); • Cog8 (YEL021W),"COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8",(0.90 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
zero-shot,GPI‑anchor transamidase complex (also called GPI transamidase),Homo sapiens,,Catalyzes covalent attachment of preassembled glycosylphosphatidylinositol (GPI) anchors to the C‑terminal ω‑site of nascent proteins in the lumen of the endoplasmic reticulum.,,,
few-shot,GPI-anchor transamidase complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae (and broadly conserved across eukaryotes)",Catalyzes the cleavage of the C‑terminal GPI‑attachment signal peptide of precursor proteins in the endoplasmic reticulum and the subsequent formation of an amide bond between the protein’s ω‑site and the preassembled glycosylphosphatidylinositol (GPI) anchor.,"- GPAA1 (GPI anchor attachment protein 1); - PIGK (GPI transamidase component, also known as GPI8); - PIGS (GPI transamidase component, also known as GPI17); - PIGT (GPI transamidase component, also known as GPI16); - PIGU (GPI transamidase component, also known as GPI1)",- GPAA1; - PIGK; - PIGS; - PIGT; - PIGU,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
contextual,GPI‑anchor transamidase complex,Human (Homo sapiens),"Conserved across metazoans and fungi (e.g., Mouse, C. elegans, D. melanogaster, S. cerevisiae)","In the endoplasmic reticulum, this multisubunit enzyme recognizes proteins bearing a C‑terminal GPI‑attachment signal, cleaves off the signal peptide and covalently attaches a preassembled glycosylphosphatidylinositol (GPI) anchor, thereby targeting proteins to the cell surface.",,,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,• Glycosylphosphatidylinositol‑mannosyltransferase I (GPI‑MT‑I) complex,• Homo sapiens,,"• Catalyzes transfer of the first mannose from dolichol‑phosphate‑mannose to the glycosylphosphatidylinositol precursor in the lumen of the endoplasmic reticulum, a critical early step in GPI‑anchor biosynthesis; Subunit proteins and corresponding genes:; • PIG‑M (phosphatidylinositol glycan anchor biosynthesis class M protein) – gene: PIGM; • PIG‑X (PIG‑M stabilizing factor) – gene: PIGX; Other organisms in which this complex is also present (orthologous subunits identified):; • Mus musculus (Pigm, Pigx); • Caenorhabditis elegans (orthologs: pig‑m, pig‑x); • Drosophila melanogaster (orthologs: CG3520/Pig‑m, CG9090/Pig‑x); • Saccharomyces cerevisiae (homologs: Gpi14p, Gpi16p); Self‑confidence score calculation:; (0.3 × 0.9) + (0.3 × 0.8) + (0.25 × 1.0) + (0.15 × 1.0) = 0.91",,,
few-shot,Glycosylphosphatidylinositol‑mannosyltransferase I complex,Saccharomyces cerevisiae,"Human, Mouse, Caenorhabditis elegans, Drosophila melanogaster","Catalyzes transfer of the first mannose from dolichol‑phosphate‑mannose to the GPI precursor in the ER lumen, a key early step in glycosylphosphatidylinositol (GPI) anchor biosynthesis.",,,(0.95 × 0.3) + (0.9 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.225 + 0.15; = **0.93**
contextual,Glycosylphosphatidylinositol‑mannosyltransferase I complex,Human (Homo sapiens),- Mouse (Mus musculus); - Caenorhabditis elegans; - Drosophila melanogaster; - Saccharomyces cerevisiae (orthologous subunits Gpi14p/Smp3p + related factors),"In the endoplasmic reticulum, this heteromeric enzyme catalyzes transfer of the first mannose from dolichol‑phosphate mannose onto the glycosylphosphatidylinositol (GPI) precursor, a critical early step in GPI‑anchor assembly.",- GPI mannosyltransferase 1 catalytic subunit (PIG‑M); - GPI mannosyltransferase 1 accessory component (PIG‑X),- PIGM; - PIGX,(0.90 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.285 + 0.25 + 0.15; = **0.955**
zero-shot,Dsl1 tethering complex,Saccharomyces cerevisiae,,"Mediates tethering of COPI-coated retrograde vesicles at the endoplasmic reticulum, facilitating Golgi-to-ER transport and SNARE complex assembly.; Subunit proteins and their genes:; • Dsl1 – gene: DSL1 (SGD: YDL087C); • Tip20 – gene: TIP20 (SGD: YLR028C); • Sec39 – gene: SEC39 (SGD: YGL105C); Other organisms (among Human, Mouse, C. elegans, D. melanogaster):; None—this exact three‐subunit Dsl1 complex is only characterized in S. cerevisiae.; Self‐confidence score calculation (weights in parentheses):; 0.30 (consistency across sources) + 0.30 (experimental support) + 0.25 (protein–gene mapping) + 0.15 (organism specificity) = 1.00",,,
few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae,"Conserved broadly across eukaryotes (e.g., human, mouse, Drosophila melanogaster, Caenorhabditis elegans) though most detailed characterization is in S. cerevisiae.",A minimal multisubunit tethering complex at the endoplasmic reticulum membrane that captures COPI‐coated retrograde vesicles from the Golgi. It interacts with ER‐localized SNAREs to promote SNARE complex assembly and vesicle fusion.,• Dsl1p; • Tip20p; • Sec39p (also called Dsl3p),• DSL1 (YIL030C); • TIP20 (YER120W); • SEC39 (YBR284W),(Consistency of information across sources) 0.9 × 0.30 = 0.27; + (Supporting experimental data) 0.8 × 0.30 = 0.24; + (Accuracy of protein–gene mapping) 1.0 × 0.25 = 0.25; + (Organism specificity) 1.0 × 0.15 = 0.15; = 0.27 + 0.24 + 0.25 + 0.15 = **0.91**
contextual,Dsl1 tethering complex,Saccharomyces cerevisiae,"Homologous complexes are found in metazoans (e.g., human ZW10–RINT1–NBAS, mouse, Drosophila melanogaster, Caenorhabditis elegans), indicating conservation of retrograde tethering machinery.","Mediates tethering of COPI‐coated vesicles arriving from the Golgi to the endoplasmic reticulum, facilitating retrograde vesicle fusion and SNARE complex assembly at the ER membrane.",- Dsl1p; - Tip20p; - Sec39p (also called Dsl3p),- DSL1 (YJL023C); - TIP20 (YAL041C); - SEC39 (YLR163W),(0.90 × 0.30) + (0.90 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.27 + 0.25 + 0.15; = **0.94**
zero-shot,"• AP‑1 adaptor complex (clathrin adaptor protein complex 1, AP‑1)",• Homo sapiens,,"• Mediates the selection and packaging of cargo proteins into clathrin‑coated vesicles at the trans‑Golgi network and endosomes, contributing to intracellular trafficking and membrane recycling.; Subunit proteins and corresponding genes:; • γ‑Adaptin (AP1G1) – gene: AP1G1; • β1‑Adaptin (AP1B1) – gene: AP1B1; • μ1A‑Adaptin (AP1M1) – gene: AP1M1; • σ1A‑Adaptin (AP1S1) – gene: AP1S1; Other organisms in which the AP‑1 adaptor complex is found (orthologous complexes):; • Mus musculus (mouse); • Caenorhabditis elegans; • Drosophila melanogaster; • Saccharomyces cerevisiae; Self‑confidence score calculation:; (0.9 × 0.3) + (0.9 × 0.3) + (0.9 × 0.25) + (0.9 × 0.15) = 0.90",,,
few-shot,Adaptor protein complex 1 (AP‑1; HA1 clathrin adaptor),Human,"Mouse, Rat, Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae","Mediates clathrin‐coated vesicle formation at the trans‐Golgi network (TGN) and endosomes by recognizing cargo sorting signals (e.g. tyrosine and dileucine motifs), linking selected cargo to clathrin, and driving vesicle budding for cargo trafficking between the TGN and endosomal compartments.",• Adaptor‐related protein complex 1 subunit gamma‐1 (AP1G1); • Adaptor‐related protein complex 1 subunit beta‐1 (AP1B1); • Adaptor‐related protein complex 1 subunit mu‐1A (AP1M1); • Adaptor‐related protein complex 1 subunit sigma‐1A (AP1S1),"AP1G1, AP1B1, AP1M1, AP1S1",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,AP-1 adaptor complex (HA1 clathrin adaptor),Human,"Mouse, Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae",Mediates formation of clathrin‑coated vesicles at the trans‑Golgi network and endosomes by recognizing tyrosine‐based and dileucine motifs in cargo proteins and recruiting clathrin and accessory factors.,- Gamma‐adaptin; - Beta1‐adaptin; - Mu1‐adaptin; - Sigma1‐adaptin,- AP1G1; - AP1B1; - AP1M1; - AP1S1,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
zero-shot,Pan1–End3–Sla1 actin cytoskeleton–regulatory complex,Saccharomyces cerevisiae,,"• Coordinates cortical actin patch assembly and dynamics; • Couples clathrin-mediated endocytosis to actin polymerization; • Recruits and activates Arp2/3 complex–dependent actin nucleation; Proteins and corresponding genes:; • Pan1 (gene: PAN1, systematic: YNL094W); • End3 (gene: END3, systematic: YLR079C); • Sla1 (gene: SLA1, systematic: YBL059W); Presence in other model organisms among the five listed:; • No clear orthologous “Pan1 complex” has been defined in Human, Mouse, C. elegans or D. melanogaster; Self‑confidence score calculation:; (0.9 × 0.3) + (0.9 × 0.3) + (0.95 × 0.25) + (0.9 × 0.15) = 0.9125",,,
few-shot,PAN1 actin cytoskeleton‑regulatory complex,Saccharomyces cerevisiae,N/A,"Scaffolds the assembly and disassembly of cortical actin patches during clathrin‑mediated endocytosis, thereby regulating actin cytoskeleton organization.","Pan1p, End3p","PAN1, END3",(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.27 + 0.25 + 0.15 = **0.94**
contextual,PAN1 actin cytoskeleton–regulatory complex,Saccharomyces cerevisiae,N/A,"A cortical patch scaffold that links the endocytic coat to Arp2/3‑driven actin polymerization, coordinating clathrin‑mediated endocytosis with actin patch assembly and membrane invagination.",• Pan1p; • End3p; • Sla1p,• PAN1; • END3; • SLA1,(0.90 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15)
zero-shot,• AMP-activated protein kinase (AMPK) heterotrimer,• Homo sapiens,,"• Serves as a cellular energy sensor.; • Activated by rising AMP/ADP binding to the γ‑subunit and Thr172 phosphorylation of the α‑subunit by upstream kinases (e.g., LKB1, CaMKK2).; • Once active, phosphorylates targets (e.g., acetyl‑CoA carboxylase) to inhibit anabolic pathways and promote ATP‑generating catabolic processes.; Subunit proteins and corresponding genes:; • α‑subunit isoforms; – AMPKα‑1 (gene PRKAA1); – AMPKα‑2 (PRKAA2); • β‑subunit isoforms; – AMPKβ‑1 (PRKAB1); – AMPKβ‑2 (PRKAB2); • γ‑subunit isoforms; – AMPKγ‑1 (PRKAG1); – AMPKγ‑2 (PRKAG2); – AMPKγ‑3 (PRKAG3); Also found in:; • Mouse (Mus musculus); • Caenorhabditis elegans; • Drosophila melanogaster; • Saccharomyces cerevisiae; Self-confidence scoring equation:; (0.95*0.3)+(0.90*0.3)+(0.92*0.25)+(0.97*0.15)=0.9305",,,
few-shot,AMP-activated protein kinase (AMPK) complex,Human,"Mouse, Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae","A heterotrimeric serine/threonine kinase that senses cellular energy status by binding AMP/ADP to its γ subunit, allosterically activating the catalytic α subunit when energy is low. It phosphorylates targets to switch on catabolic pathways (e.g., fatty‐acid oxidation, glucose uptake) and switch off anabolic processes (e.g., lipid and protein synthesis) to restore ATP levels.",,"- PRKAA1 (α1), PRKAA2 (α2); - PRKAB1 (β1), PRKAB2 (β2); - PRKAG1 (γ1), PRKAG2 (γ2), PRKAG3 (γ3)",(0.95 × 0.30) + (0.90 × 0.30) + (0.95 × 0.25) + (1.00 × 0.15); = 0.285 + 0.270 + 0.2375 + 0.150; = **0.9425**
contextual,AMP-activated protein kinase (AMPK) complex,Human,"Mouse, Rat, Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae (as the SNF1 complex)","A heterotrimeric serine/threonine kinase that acts as a cellular energy sensor in human cells. Upon increases in AMP or ADP relative to ATP, AMPK is allosterically activated and phosphorylated by upstream kinases (e.g., LKB1), leading to acute metabolic adaptations (enhanced glucose uptake, fatty acid oxidation) and longer‐term transcriptional reprogramming to restore energy balance.",- AMPK α1 (catalytic subunit); - AMPK α2 (catalytic subunit); - AMPK β1 (regulatory subunit); - AMPK β2 (regulatory subunit); - AMPK γ1 (regulatory subunit); - AMPK γ2 (regulatory subunit); - AMPK γ3 (regulatory subunit),- PRKAA1 (AMPK α1); - PRKAA2 (AMPK α2); - PRKAB1 (AMPK β1); - PRKAB2 (AMPK β2); - PRKAG1 (AMPK γ1); - PRKAG2 (AMPK γ2); - PRKAG3 (AMPK γ3),(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
zero-shot,Augmin complex (also called the Dgt complex),Drosophila melanogaster; 0.15,,"Facilitates branching microtubule nucleation within the mitotic/meiotic spindle by recruiting γ-tubulin ring complexes (γ-TuRC) to pre‐existing microtubules, thereby promoting proper spindle assembly, stability, and chromosome segregation.",0.20,,
few-shot,Augmin complex (also known as the HAUS complex),Human (Homo sapiens),"Conserved in metazoans and plants—including Drosophila melanogaster (Dgt2–6, Dgt8, Hice1), Xenopus laevis, Danio rerio, Arabidopsis thaliana, and Mus musculus; absent in Saccharomyces cerevisiae.","During mitosis, Augmin recruits γ-tubulin to existing spindle microtubules to drive branching microtubule nucleation, increasing spindle microtubule density, stabilizing kinetochore fibers, and ensuring accurate chromosome segregation.",- Augmin subunit 1 (HAUS1; also FAM29A); - Augmin subunit 2 (HAUS2); - Augmin subunit 3 (HAUS3); - Augmin subunit 4 (HAUS4); - Augmin subunit 5 (HAUS5); - Augmin subunit 6 (HAUS6); - Augmin subunit 7 (HAUS7); - Augmin subunit 8 (HAUS8),"HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, HAUS6, HAUS7, HAUS8",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Augmin complex,Drosophila melanogaster,"The Augmin complex is conserved across metazoans. Well‑characterized orthologs exist in Homo sapiens (HAUS1–8), Mus musculus, Xenopus laevis, Danio rerio and in plants such as Arabidopsis thaliana.; Self Confidence Score Calculation:; (Consistency across sources: 0.9 × 0.3) + (Experimental support: 0.9 × 0.3) + (Protein–gene mapping accuracy: 1.0 × 0.25) + (Organism specificity: 1.0 × 0.15); = 0.27 + 0.27 + 0.25 + 0.15; = **0.94**","The Augmin complex recruits the γ-tubulin ring complex (γ-TuRC) to existing spindle microtubules, driving branching microtubule nucleation within the mitotic spindle. This amplification of microtubule numbers is essential for proper spindle assembly and chromosome segregation in Drosophila embryonic and somatic cells.; Proteins and Corresponding Genes:; · Dgt2 (gene: dgt2); · Dgt3 (gene: dgt3); · Dgt4 (gene: dgt4); · Dgt5 (gene: dgt5); · Dgt6 (gene: dgt6); · Dgt7 (gene: dgt7); · Dgt8 (gene: dgt8)",,,
zero-shot,Myb–MuvB (MMB) transcriptional activation complex,Homo sapiens (Human),,"Drives transcription of G₂/M cell‑cycle genes by recruiting B‑Myb (MYBL2) to the MuvB core, which binds CHR promoter elements. Regulates mitotic entry and progression through coordinated activation of genes such as CCNB1, PLK1, and CDC25C.; Proteins in the complex and corresponding human genes:; • B‑Myb (protein) — MYBL2 (gene); • LIN9 — LIN9; • LIN37 — LIN37; • LIN52 — LIN52; • LIN54 — LIN54; • RBBP4 — RBBP4; Other organisms (among Human, Mouse, C. elegans, D. melanogaster, S. cerevisiae) in which a Myb–MuvB (or orthologous DRM/dREAM) complex is found:; • Mus musculus (Mouse); • Drosophila melanogaster; • Caenorhabditis elegans; Self‑confidence score calculation:; (Consistency across databases × 0.30) + (Experimental support × 0.30) + (Protein–gene mapping accuracy × 0.25) + (Organism‑specificity × 0.15); = (1.00 × 0.30) + (1.00 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15); = 0.30 + 0.30 + 0.25 + 0.15; = 1.00",,,
few-shot,Myb–MuvB (MMB) transcriptional activation complex,Homo sapiens,"Mus musculus (orthologous complex with Mybl2, Lin9, Lin37, Lin52, Lin54, Rbbp4)","Upon progression into S phase, B‑Myb (MYBL2) associates with the MuvB core (LIN9, LIN37, LIN52, LIN54, RBBP4) to form the Myb–MuvB complex, which binds promoters of G₂/M genes and directly activates their transcription, driving mitotic entry.",,,(1.00 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15)
contextual,Myb-MuvB transcriptional activation complex (MMB)',Drosophila melanogaster',"Homo sapiens, Mus musculus (orthologous B‑Myb–MuvB complexes in vertebrates)'",Activates transcription of genes required for S‑phase and mitotic (G2/M) progression. MMB binds CHR (cell cycle genes homology region) promoter elements via its MuvB core and recruits RNA polymerase II and co‑activators in a cell‑cycle–dependent manner.',- Myb (dMyb); - Mip130 (Lin9 homolog); - Mip120 (Lin54 homolog); - Mip40 (Lin37 homolog); - Caf1‑55 (Rbbp4 homolog) ',"myb, mip130, mip120, mip40, Caf1‑55'",(0.90 × 0.3) + (0.95 × 0.3) + (0.90 × 0.25) + (1.00 × 0.15) = 0.27 + 0.285 + 0.225 + 0.15 = **0.93**'
zero-shot,Class C Core Vacuole/Endosome Tethering (CORVET) complex,Saccharomyces cerevisiae,,"• Tethers and promotes fusion of early endosomal membranes by bridging Rab5/Ypt51–positive endosomes with SNARE complexes.; • Acts as a Rab5 effector, coordinating membrane sorting and homotypic endosome fusion.; Subunit proteins and their corresponding genes:; • Vps3 ( VPS3 ); • Vps8 ( VPS8 ); • Vps11 ( VPS11 ); • Vps16 ( VPS16 ); • Vps18 ( VPS18 ); • Vps33 ( VPS33 ); Presence in other model organisms (from the five listed):; • Homo sapiens (human) – homologous CORVET components identified; • Mus musculus (mouse) – conserved subunits present; • Caenorhabditis elegans – functional orthologs reported; • Drosophila melanogaster – candidate CORVET subunits characterized; Self‑confidence score calculation:; (0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.94",,,
few-shot,,,,,,,
contextual,CORVET tethering complex,Saccharomyces cerevisiae,"Homo sapiens, Mus musculus, Drosophila melanogaster, Caenorhabditis elegans (core subunits conserved; accessory subunits vary)",Tethers and promotes homotypic fusion of early endosomes by bridging Rab5‑positive membranes and coordinating SNARE assembly.,"Vps3, Vps8, Vps11, Vps16, Vps18, Vps33","VPS3, VPS8, VPS11, VPS16, VPS18, VPS33",(0.90 × 0.3) + (0.80 × 0.3) + (0.95 × 0.25) + (1.00 × 0.15) = 0.27 + 0.24 + 0.2375 + 0.15 = **0.8975**
zero-shot,Sodium leak channel complex (also called the NALCN channelosome),Human,,Mediates a background (“leak”) Na+ current that sets resting membrane potential and regulates neuronal excitability and rhythmic behaviors.,,,
few-shot,NALCN channel complex,Human,"Mouse, Drosophila melanogaster, Caenorhabditis elegans","A voltage‑independent sodium (Na+) leak channel that sets resting membrane potential and regulates neuronal excitability, respiratory rhythms, and circadian outputs.",- Sodium leak channel non‑selective protein NALCN; - Protein unc‑79 homolog (UNC79); - Protein unc‑80 homolog (UNC80); - Family with sequence similarity 155 member A (FAM155A),- NALCN; - UNC79; - UNC80; - FAM155A,(0.90 × 0.30) + (0.85 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.255 + 0.25 + 0.15; = **0.925**
contextual,NALCN channel complex (also called the NALCN channelosome),Human (Homo sapiens),"Mouse (Mus musculus), Caenorhabditis elegans, Drosophila melanogaster","Mediates a non‑selective Na+ “leak” current that sets resting Na+ permeability and membrane potential in neurons, thereby regulating neuronal excitability, respiratory rhythm generation, and circadian behavioral outputs.",,,(0.90 × 0.3) + (0.80 × 0.3) + (0.95 × 0.25) + (1.00 × 0.15); = 0.27 + 0.24 + 0.2375 + 0.15; = **0.8975**
zero-shot,Atg1 kinase complex,Saccharomyces cerevisiae,,"• Initiation of macroautophagy by sensing nutrient status (via TOR signaling); • Assembly of the pre‐autophagosomal structure (PAS); • Phosphorylation of downstream autophagy machinery to drive phagophore nucleation; Proteins and corresponding genes:; • Atg1 (serine/threonine kinase) — ATG1; • Atg13 (regulatory subunit) — ATG13; • Atg17 (scaffold, dimer) — ATG17; • Atg29 (PAS organization) — ATG29; • Atg31 (stabilizes Atg17–Atg29 interaction) — ATG31; Other organisms with an orthologous ATG1/ULK1‐type complex (of the five listed):; • Homo sapiens (ULK1 complex); • Mus musculus (ULK1 complex); • Caenorhabditis elegans (UNC-51 complex); • Drosophila melanogaster (Atg1 complex); Self‑confidence score (weighted sum):; 0.90*0.3 + 0.85*0.3 + 0.95*0.25 + 0.90*0.15 = 0.8975",,,
few-shot,Atg1 protein kinase complex,Saccharomyces cerevisiae,"Homo sapiens (ULK1/2–ATG13–FIP200), Mus musculus, Schizosaccharomyces pombe, Drosophila melanogaster, Caenorhabditis elegans","A serine/threonine kinase complex that senses nutrient status via TORC1, localizes to the pre‐autophagosomal structure (PAS) and initiates autophagosome formation by phosphorylating downstream Atg proteins during bulk autophagy in response to starvation.",Autophagy‐related protein 1 (Atg1); Autophagy‐related protein 13 (Atg13); Autophagy‐related protein 17 (Atg17); Autophagy‐related protein 29 (Atg29); Autophagy‐related protein 31 (Atg31),"ATG1, ATG13, ATG17, ATG29, ATG31",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Atg1 kinase complex',Saccharomyces cerevisiae',"Conserved in other eukaryotes, including Schizosaccharomyces pombe and Homo sapiens (as the ULK1 complex).'","Initiation of macroautophagy by phosphorylating core autophagy proteins (e.g., Atg9) and organizing the pre‐autophagosomal structure (PAS) scaffold for autophagosome biogenesis.'","Autophagy-related protein Atg1, Autophagy-related protein Atg13, Autophagy-related protein Atg17, Autophagy-related protein Atg29, Autophagy-related protein Atg31'","ATG1, ATG13, ATG17, ATG29, ATG31'",(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.27 + 0.25 + 0.15 = **0.94**'
zero-shot,• NXF1–NXT1 mRNA nuclear export factor complex,• Homo sapiens,,"• Binds mature, spliced mRNA via export adaptors (e.g., ALYREF); • Interacts with FG-repeat nucleoporins to translocate mRNA through the nuclear pore; • Recycles back into the nucleus for additional export cycles; Component proteins and corresponding genes:; • NXF1 (nuclear export factor 1; also called TAP) — gene: NXF1; • NXT1 (NTF2-like export protein 1; also called p15) — gene: NXT1; Other organisms in which this complex is conserved:; • Mus musculus (Nxf1–Nxt1); • Caenorhabditis elegans (nxf-1–nxt-1); • Drosophila melanogaster (sbr–Nxt1); • Saccharomyces cerevisiae (Mex67–Mtr2); Confidence score calculation:; 0.3*0.95 + 0.3*0.95 + 0.25*1.00 + 0.15*1.00 = 0.97",,,
few-shot,NXF1–NXT1 mRNA nuclear export factor complex,Human,"Mouse (Nxf1–Nxt1), Drosophila melanogaster (sbr–Nxt1), Caenorhabditis elegans (nxf‑1–nxt‑1), Saccharomyces cerevisiae (Mex67–Mtr2)","A heterodimer that binds processed mRNA in the nucleus, interacts with the nuclear pore complex FG‑repeat nucleoporins, and mediates the ATP‑independent translocation of mRNA into the cytoplasm.",- Nuclear export factor 1 (NXF1); - Nuclear transport factor 2‑like export protein 1 (NXT1),- NXF1; - NXT1,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,NXF1‑NXT1 mRNA nuclear export factor complex',Human',"Mus musculus (Mouse), Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae'",Mediates the export of processed mRNAs from the nucleus to the cytoplasm by binding mRNA and docking at the nuclear pore complex via interactions with FG‑repeat nucleoporins; functions as a heterodimeric export receptor in the TREX pathway.',"Nuclear export factor 1 (NXF1, aka TAP), Nuclear transport factor 2‑like export factor 1 (NXT1, aka p15)'","NXF1, NXT1'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
